code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
00013819,Triangle Comtois,"PATE A PAIN [farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malité, levure désactivée), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant: E471e, GLUTEN de BLE. graines de millet 0,3%, graines de SESAME O,3%, colorant E160aiii, agent de traitement de la farine : E300], décor GRAINES 3% [millet 45%, SESAME 35%, pavot 20%]. UR US Garhiture 56% Jambon 35,7% (jambon de porc [origine France], eau, sel, arômes naturels, dextrose, bouillon de porc déshydratė [eau, os et viande de porc, extrait de carotte et extrait de poireau], sirop de glucose, chlorure de potassium, antioxydant ascorbate de sodium. conservateur nitrite de C sodium)salade batavia 21,4%. tomate 21.4% COMTE 7,1% (LAIT de vache, sel, FERMENTS LACTIQUES, présure), moutarde 7,1% (eau, graines de moutarde, vinaigre d’alcool, sel, acidifiant : acide citrique, conservateur : DISULFITE de potassium), BEURRE léger 7,1% (eau, BEURRE, amidon modifié E1422, amidon de pomme de terre, acidifiant : acide lactique, sel 0,4%, émulsifiants E471, épaississant E466, conservateur : sorbate de potassium colorant : bêta-carotène, arôme naturel)",,milk;wheat_gluten;sesame,,DIRECT,YES,KEEP
0000790870517,Peanut butter chocolate mini wafer bars,"Peanut butter, roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed oil, soybean oil, rapeseed oil), salt, wheat wafers (pastry flour, soybean oil, sodium bicarbonate), peanut flour, palm oil, milk chocolate compound coating (sugar, vegetable oil [palm kernel oil, hydrogenated palm kernel oil], cocoa powder, nonfat dry milk, whole milk powder, whey powder, soy lecithin [an emulsifier], artificial flavor), corn starch, salt.",peanut;milk;soy;wheat_gluten,peanut;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
0000790430070,"Welch's, pb&j trail mix, grape","Peanuts, flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor). peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0000124024111,Protein original,"WATER, OAT FIBER, WHOLE WHEAT FLOUR, FABA BEAN PROTEIN, WHEAT GLUTEN, FLAX, PEA PROTEIN, UNBLEACHED ENRICHED WHEAT FLOUR (UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, WHEAT BRAN, SALT, PRESERVATIVES (POTASSIUM SORBATE, CALCIUM PROFIONATE), WHEAT GERM, YEAST, POTASSIUM BICARBONATE, SODIUM ACD PYROPHOSPHATE, MONO AND DIGLYCERIDES, FUMARIC ACID (CONTAINS SOYBEAN OIL AND/OR PALM OIL AND/OR COTTONSEED OIL), CELLULOSE GUM, GUAR GUM, XANTHAN GUM, ENZYMES. Added Sugars 0% CONTAINS: WHEAT. MAY CONTAIN MILK INGREDIENTS, SOY, SULFITES. g 0%",,wheat_gluten,milk;soy,BOTH,YES,KEEP
0000128884525,Coop peanut butter,"ingredients roasted peanuts (96%), vegetable oil (palm, peanut, sugar, salt, allergy advice for allergens, seeingredens in bold, not suitable for other nut allergy sufferers,",peanut,peanut,,DIRECT,YES,KEEP
0000159457878,"Celebrations, candy","Sugar, glucose syrup, cocoa butter, skimmed milk powder, cocoa mass, milk fat, peanuts lactose, palm fat, desiccated coconut wheat flour, whey powder (from milk), sunflower oil, full cream milk powder skimmed condensed milk, emulsifiers (soya lecithin, e471), barley malt extract, fat reduced cocoa, salt, humectant (glycerol), egg white powder, natural vanilla extract, raising agents (e341, e500, e501), coconut oil hydrolysed milk protein, (may contain hazelnut), milk chocolate contains milk solids 14% minimum and cocoa solids 25% minimum",peanut;milk;egg;soy;wheat_gluten;tree_nut,peanut;milk;soy;egg;wheat_gluten,tree_nut,BOTH,YES,KEEP
0001121325631,"Mixed nuts, lightly salted","Blanched and unblanched peanuts, cashews, almonds, brazil nuts, pecans hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
00004428,,"UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT OBRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, ue DRIED APPLES, DATE PASTE, HONEY, 3% YEAST, CINNAMON, SALT, GUAR 0% GUM, MONOCALCIUM PHOSPHATE. 0% 5% 3% CONTAINS WHEAT, WALNUT. MAY CONTAIN EGG, SOY, SESAME.",,wheat_gluten;tree_nut,egg;soy;sesame,BOTH,YES,KEEP
0000600020002,Orange drink mix,"Hydrolyzed gelatin, whey protein concentrate (milk), fructooligosaccharide, citric acid, natural flavors, color (turmeric extract, beet juice color, beta-carotene), orange juice powder (orange juice solids, maltodextrin), potassium citrate monohydrate, silicon dioxide (anti-caking agent), soy lecithin, sucralose (non-nutritive sweetener). Manufactured in a facility that also processes wheat, eggs, peanuts, and tree nuts.",peanut;milk;egg;soy;wheat_gluten,milk;soy,wheat_gluten;egg;peanut;tree_nut,BOTH,YES,KEEP
0000200000007,Purée de Sésame Tahini Bio,"Graines de sésame grillées* (99,7%), sel de mer (0,3%). (*issu de l'agriculture biologique)",,sesame,,DIRECT,YES,KEEP
00000570,Mix Energie Superfood,"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *",,tree_nut,,DIRECT,YES,KEEP
0000112307267,Mouliné de Légumes Verts,"Eau,pomme de terre³,courgette³ , poireau³, haricot vert³, oignon³, céleri-rave³, brocoli³, carotte³, épinard³, amidon de mais³, crème³, sel de mer,arôme naturel. Contient 24% de légumes verts. ³Issus de l'agriculture biologique. Peut contenir des traces de blé (gluten) et œuf.",,,wheat_gluten;egg,PRECAUTIONARY,YES,KEEP
0000200000020,,"Noix de pécan gril - lées* (100%). (*issu de l'agricul - ture biologique). Peut contenir des traces de fruits à coque, d'arachides et de graines de sésame. EN Ingredients: roasted pecan nuts* (100%). (*from organic farming). May contain traces of pea - nuts, other nuts and sesame seeds. À consommer avant le : voir couvercle/ To be consumed before : see the lid. FR Th",,tree_nut,peanut;sesame;tree_nut,BOTH,YES,KEEP
0000790430063,"Welch's, pb & j trail mix, strawberry","Peanuts, strawberry flavored dried cranberries (cranberries, sugar, natural flavors, citric acid, sunflower oil, elderberry juice concentrate [color]), peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier]), yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes beet juice beta carotene, beet juice concentrate), tapioca dextrin, honey, gum arabic, corn syrup, natural flavors, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0001121303276,Spicy sweet mix,"Cajun crunch mix (rice cracker chili bits [water, soybean, wheat, sea salt], sugar, chili starch, artificial coloring [yellow 5, yellow 6], peanuts, seasoning [paprika, thyme, spices, onion, garlic and less than 2% silicon dioxide to prevent caking], sunflower oil, cheddar sesame sticks, hot and spicy sesame sticks [unbleached wheat flour {contains malted barley flour as a natural enzyme additive}, soybean oil, sesame seeds, ground bulgur wheat, pepper sauce seasoning {tomato powder, corn flour, maltodextrin, onion powder, sour cream powder {cream, cultured buttermilk, reduced lactose whey, nonfat milk, natural flavor, autolyzed yeast, sodium citrate, sour cream cultures}, monosodium glutamate, green bell pepper powder, garlic powder, pepper sauce powder {aged red peppers, vinegar}, jalapeno pepper powder, chili pepper}, cheese powder {cheddar cheese {cultured milk, enzymes}, whey protein concentrate, lactose, buttermilk solids, annatto extract}, salt, beet powder {color}, turmeric {color}, annatto {color}, citric acid], sunflower seeds, pumpkin seeds), honey roasted peanuts (peanuts, sugar, honey vegetable oil [peanut, cottonseed, soybean and/or sunflower seed], salt, modified food starch [potato], maltodextrin and xanthan gum), honey roasted sesame sticks (flour [wheat flour, malted barley flour], partially hydrogenated vegetable oil [soybean, cottonseed], sesame seeds, sugar, bulgur wheat, vegetable oil [peanut, cottonseed, soybean and/or sunflower seed], honey, contains less than 2% of the following: salt, modified potato starch, soy protein concentrate, soy flour, maltodextrin, turmeric and beet powder [color], xanthan gum).",peanut;milk;soy;wheat_gluten;sesame,peanut;milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0001121325634,"Whole cashews, salted","Cashews, canola and/or peanut and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
00001664,Brins de ChocoCaramel,"Chocolat au lait 40% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sirop de glucose-fructose, farine de blé 23%, sucre, stabilisant : glycérol, fructose, lait concentré sucré (lait entier, sucre), caramel aromatique 0.9%, lait écrémé en poudre, beurre concentré, beurre, sel, arôme, gélifiant : pectines, émulsifiant : lécithines (soja). Farine issue de blé français, filière responsable. Peut contenir des traces d'eufs, de graines de sésame et de fruits à coque.",,milk;soy;wheat_gluten,egg;sesame;tree_nut,BOTH,YES,KEEP
00016872,Zen Party Mix,"ROASTED PEANUTS (PEANUTS, PEANUT OR CANOLA OIL, SALT), SESAME STICKS (UNBLEACHED WHEAT FLOUR, SESAME SEEDS, SUNFLOWER OIL, SA;T, BEET POWDER, TURMERIC), CHILI CRACKERS (RICE, CORN STARCH, SOY SAUCE[WATER, SOYBEANS, WHEAT, SALT], BROWN RICE SYRUP, PAPRIKA, ONION POWDER, GARLIC POWDER), TAMARI ROASTED ALMONDS (ALMONDS, TAMARI SHOYU [WATER, WHEAT, SOYBEANS, SALT]), SALT",,peanut;soy;wheat_gluten;sesame;tree_nut,,DIRECT,YES,KEEP
0000231312345,yogurt,"milk, strawberry, gluten,  eggs, peanuts",peanut;milk;egg;wheat_gluten,peanut;milk;egg;wheat_gluten,,DIRECT,YES,KEEP
0000790870043,Skippy wafer bar,"peanut butter (roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed, soybean and rapeseed oil) to prevent separation, salt), wheat wafers (pastry flour, soybean oil, sodium bicarbonate), peanut flour, palm oil, sugar, milk chocolate compound coating (sugar, vegetable oil [palm kernel oil and hydrogenated palm kernel oil], cocoa powder, nonfat dry milk, whole milk powder, whey powder, soy lecithin [an emulsifier], salt, artificial flavor), corn starch, salt. contains milk, peanut, soy, wheat.",peanut;milk;soy;wheat_gluten,peanut;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
