code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
00001077,Coop Fine Store Horn 240g,"Hvetemel, vann, salt, rapsolje, gjær, vegetabilsk emulgator (E472e, E471, E322 solsikkelecithin), hvetegluten, dekstrose, melbehandlingsmiddel (E 300). Dekor: Valmuefrø",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,,,,,PENDING
00001083,Coop Ostelandgang 120g,"Hvetemel, vann, gul ost (7,6%), salt, sukker, rapsolje, gjær, hvetegluten, dekstrose, vegetabilsk emulgator (E472e, E471, E322 solsikkelecithin), melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,,,,,PENDING
0000111111231,More Fresh 100% whole wheat bread,"MRP: Rs.55.00 (Rs.0.13 Per g) (Incl. Of all taxes) NET WT: 400 g Whole Wheat Flour, Sugar, Yeast, lodised Salt, Refined Palmolein Oil, Soya Flour, Emulsifier(INS 476,471 481(1) Preservative (INS 282), Antioxidant (INS 300), Improver (INS 1100), Acidity Regulator (INS 260)","en:gluten,en:soybeans",,"E1100 - Alpha-Amylase,E260 - Acetic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E471 - Mono- and diglycerides of fatty acids,E476 - Polyglycerol polyricinoleate",,,,,,PENDING
0000111301201,Canola Harvest® Original Vegetable Oil Spread Tub,"CANOLA OIL, WATER, PALM OIL, PALM KERNEL OIL, SALT, WHEY POWDER (MILK), VEGETABLE MONO AND DIGLYCERIDES, SOYBEAN LECITHIN, POTASSIUM SORBATE (PRESERVATIVE), CITRIC ACID, ARTIFICIAL FLAVOR, VITAMIN E (DL-ALPHA-TOCOPHEROL ACETATE), VITAMIN A PALMITATE, BETA CAROTENE & VITAMIN D3.","en:milk,en:soybeans",,"E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids",,,,,,PENDING
0000111301263,"Canola harvest, buttery spread, with flaxseed oil","Canola oil, water, palm oil, flax oil, palm kernel oil, whey powder (milk), salt, vegetable mono and diglycerides, soybean lecithin, potassium sorbate (preservative), citric acid, artificial flavor, vitamin e (dl-alpha-tocopherol acetate), calcium disodium edta (to preserve freshness), vitamin a palmitate, beta-carotene, vitamin d3.",en:milk,,"E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E385 - Calcium disodium ethylenediaminetetraacetate,E471 - Mono- and diglycerides of fatty acids",,,,,,PENDING
0000111474123,nutricia,"vanillesmaak/vanillesmag s příchutí vanilkovou/vanilia nl voeding voor medisch gebruik. eiwitrijk, energiernik alergen melk, soja. niet bestemd voor losse verkoop, zie omdoos voor me informatie. dk fødevare til særlige medicinske formål. proteinig energi allergener: indeholder mælk og soja. må ikke sages for yderligere information, se ydre emballage potravina pro zvláštní lékařské účely. visolo obsahem bilkovin. alergeny: obsahuje mleko, so neprodejné. vice informací o přípravku viz vnější udal hu speciális gyógyászati célra szánt élelmiszer. magas energia tartalmú. allergén információ: tejet, sadja nem megbontható, darabonként nem eladható. további informác csomagoláson található. galaxy s21 ultra 5g",,,,,,,,,PENDING
00001148,,"WEIZENmehl, 22% Butter (MILCH), Trinkwasser, EI, Hefe, Zucker, MagerMILCHpulver, Speisesalz, WEIZENprotein, Emulgator (Mono - und Diacetylweinsäureester von Mono - und Diglyceriden von Speisefettsäuren), inte Mehlbehandlungsmittel (Ascorbinsäure), WEIZENenzym. Kann Spuren von SESAM, SCHALENFRÜCHTEN, SOJA, SENF, SELLERIE enthalten. SAIS Pattont 3% ATT",en:milk,,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,,,,,,PENDING
00001150,Coop Pizzabolle Tomatsaus 100g,"Hvetemel, vann, ost 10 %, pizzasaus 5 % (tomater, vann, sukker, rapsolje, krydder, løk, hvitløk, stabilisator (E 407a, E 1442), konserveringsmiddel (E 202, E 211), gjærekstrakt, surhetsregulerende middel (E 330)), sukker, salt, tørket surdeig av hvete, hvetegluten, stabilisator (E 412), dekstrose, krydder, gjær, emulgator (E 322 rapslecithin, E 472e), surhetsregulerende middel (E 450), vegetabilsk olje (oliven, palme), byggmalt, melkesukker, melbehandlingsmiddel (E 300), aroma.",,,"E1442 - Hydroxypropyl distarch phosphate,E202 - Potassium sorbate,E211 - Sodium benzoate,E300 - Ascorbic acid,E322 - Lecithins,E330 - Citric acid,E407a - Processed eucheuma seaweed,E412 - Guar gum,E450 - Diphosphates,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,,,,,PENDING
00001165,Rindfleisch Suppe,"Hartwelzengrieẞ, Frischel (10%)* &quot;Eler aus Bodenhaltung Kann Spuren von Soja enthalten. DURCHSCHNITTLICHE NÄHRWERTE pro 100g ungekocht Energie 1528 kJ 361 kcal Fett Mezz davon Zucker Kohlenhydrate",,,,,,,,,PENDING
00001170,Organic Acerola Powder,"non-gmo soy protein isolate, corn starch, non-gmo soy flour, tapioca starch, sesame seeds, palm oil, pea fiber, rice syrup, honey, distilled vinegar, mustard seed, jalapeño pepper, green bell pepper, paprika, salt, maltodextrin, dextrose, turmeric, garlic powder, onion powder, xanthan gum, stevia, non-aluminum baking powder, yeast.",,,E415 - Xanthan gum,,,,,,PENDING
00001171,Formula 1 healthy meal,"Soya protein isolate (40 %), fructose, emulsifier (soya lecithin), polydextrose, oat fiber, inulin, coffee powder, soya oil, thickeners (guar gum, carrageenan, xanthan gum, pectin), oat bran, flavourings, cocoa powder, milk protein concentrate, anti-caking agent (silicon dioxide), dextrose, calcium citrate, colour (ammonia caramel), calcium phosphate, sodium chloride, rapeseed oil, sweetener (acesulfame K), L-ascorbic acid, honey powder, DL-alpha-tocopheryl acetate, ferrous fumarate, magnesium oxide, nicotinamide, parsley powder (0.02 %), papaya powder (0.02 %) , zinc oxide, cupric gluconate, retinyl palmitate, calcium D-pantothenate, cholecalciferol, antioxidants (L-ascorbyl palmitate, DL-alpha-tocopherol), manganese carbonate, pyridoxine hydrochloride, cyanocobalamin, riboflavin, thiamin hydrochloride, pteroylmonoglutamic acid, potassium iodide, sodium selenite, D-biotin. Allergy advice: for allergens, including cereals containing gluten, see ingredients in bold.","en:gluten,en:milk,en:soybeans",,"E1200 - Polydextrose,E150c - Ammonia caramel,E304 - Fatty acid esters of ascorbic acid,E304i - Ascorbyl palmitate,E307c - DL-Alpha-tocopherol,E322 - Lecithins,E322i - Lecithin,E407 - Carrageenan,E412 - Guar gum,E415 - Xanthan gum,E440 - Pectins,E551 - Silicon dioxide,E950 - Acesulfame k",,,,,,PENDING
00001217,26 38,"Pâte (farine de blé tendre, eau, huile d'olive extra vierge, sel, levure), Sauce blanche (eau, crème de lait en poudre (proteines de lait, lait entier en poudre, amidon de mais modifié, sel), fromage bleu 7,9% équivalent à 1,7% du produit fini (lait, sel, ferment lactiques, presure microbienne, Penicillium roqueforti), huile de tournesol, poivre noir. amidon de mais) Fromage Mozzarella 16,4% (lait, sel, présure microbienne, ferments lactiques), Fromage Provolone piquant 5,8% (lait, sel, présure animale), Fromage Pecorino Romano AOP 29% (lait de brebis, sel, présure animale, ferments lactiques), Fromage Reibekase 2,9% (lait, sel, ferments lactiques, présure microbienne), huile de tournesol, Traces éventuelles de soja. ULIRA FINE",,,,,,,,,PENDING
00000008,,"Sojaproteinisolat, Weizen - protein, Kaffee-Extrakt (6 %), Reisprotein, Erbsenprotein - isolat, Kakaopulver stark ent - ölt, Sonnenblumenprotein, Mandelprotein, Aroma, Sü - Bungsmittel (Sucralose).",,,E955 - Sucralose,,,,,,PENDING
00000024,Croccante con pistacchi e miele,"Pommes séchées - Dried Apple* Origine: Autriche - Origin: Austria Ce produit provient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This producti 024",,,,,,,,,PENDING
00000031,Lindt Vollmilch Schokolade,"salt, potato starch, palm oil, yeast extract, sugar, chicken fat, flavouring, chicken powder, onion powder, turmeric powder, celery seed, parsley, rice flour, black pepper, lemon juice powder",,,,,,,,,PENDING
00000036,Multi Patents Collagen Peptides,"Multi Collagen Complex, Hydrolyzed Bovine Collagen Peptides, Hydrolyzed Fish Collagen Peptides, Chicken Bone Broth Protein Concentrate, Eggshell Membrane Collagen, Hyaluronic Acid, Superfoods Blend (Millet, Amaranth, Apple Pulp, Kale, Quinoa, Buckwheat, Cinnamon, Chia Seed, Flax Seed, Barley Sprout, Millet Sprout, Garbanzo Bean Sprout, Alfalfa Sprout, Pumpkin Seed Sprout, Flax Oil, Sunflower Seed, Lentil Sprout, Adzuki Sprout, Broccoli Sprout, Sunflower Seed Sprout, Wheat Grass, Oat Grass, Spinach, Green Bell Pepper, Turmeric, Banana, Cranberry, Mango, Beet, Broccoli, Carrot, Spinach, Onion, Blueberry, Parsley, Raspberry, Strawberry, Asparagus, Celery, Cucumber, Chlorella, Spirulina, Graviola Leaf, Mangosteen, Noni Fruit, Acai, Pomegranate, Grape)",,,,,,,,,PENDING
00000075,,"potato, high oleic sunflower oil (31%) flavourings, rice flour, salt, cornflour sugar, citric acid,",,,E330 - Citric acid,,,,,,PENDING
00000147,Pan,"Pâtes à l'épeautre - Rêve de Neptune - Spelt neptunes dream (500g e) Ingrédients Ingrediënten speltbloem*, tomaat*, spinazie*, biet&quot;, spirulina* farine d'épeautre *, tomates *, épinards *, betteraves *, spiruline *",,,,,,,,,PENDING
00000149,Nutri+ vegan 3k Proteinpulver,100% Finest Durum Wheat Pasta: Ingredients: Durum Wheat Semolina,,,,,,,,,PENDING
00000233,That’s It,"TRATES or JUICES! A low-calorie snack that's perfect nytime, with 0 Fat, 0 added sugar and 0 mess. INGREDIENTS: ORGANIC APPLES. FREE TOP Manufactured in a facility free FROM 12 RLERGENS from the Top 12 Allergens 00 CERTIFIED NON GMO Project GLUTEN FREE USDA ORGANIC VERIFIED nongmoproject.org GFCO.ORG P PALEO Brought to you by That's it Nutrition LiC. Los Angeles, CA 90014 THATSITFRUIT.COM 888-862-5235 * Scan",,,,,,,,,PENDING
00000361,Cinnamon With Chromium & Biotin,"Rice Flour, Vegetable Cellulose, Vegetable Magnesium Stearate, Silica",,,"E460 - Cellulose,E572 - Magnesium stearate",,,,,,PENDING
00000393,Protein meal bar,"Cut Corn, Wheat, Red Milo, White Millet, Black Oil Sunflower Seeds, Red Millet",,,,,,,,,PENDING
00000550,Krautsalat,"Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion",,,,,,,,,PENDING
00000570,Mix Energie Superfood,"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *",,,,,,,,,PENDING
00000636,Ultra thin crust chicken bacon ranch pizza,"Oat flakes *, barley flakes *, rye flakes *, wheat flakes * (*Issu de l'agricult",en:gluten,,,,,,,,PENDING
00000766,Thrive Plant Protein - Chocolate Swirl,"Rice,Water,Wheat,Salt,Caramel",,,,,,,,,PENDING
0000112302619,soupe à la chinoise  légumes et vermicelles,"eau, légumes 15 % (oignon, carotte, pousses de bambou, céleri, poivron, poireau), vermicelles cuits 5 % (semoule de blé, blanc d'oeufi, champignons noirs 2,4 %, amidon transformé de pomme de terre, arômes (contient céleri), sel, graisse de poule antioxydant: extrait de romarinl, piment de Cayenne, ait écrémé en poudre","en:celery,en:gluten",,E14XX - Modified Starch,,,,,,PENDING
000000000063,M&amp;M white,"Weizenmehl, Rapsöl, Speisesalz, 1,7% Meersalz, Fefe, Gerstenmaizextrakt, Säureregulator: Natrium - hydroxid; Backtriebnittel: Ammoniumcarbonate. Das Produkt kann Spuren von Sesam enthalten. DURCHSCHNITTLICHE NÄHRWERTE - pro %RM* 100g pro 100g Brennwert kJ/kcal 1630/385 19% Fett 3,7g 5% davon: - gesättigte Fettsäuren 0,6g 3% Kohlenhydrate 74,0g 28% davon: - Zucker 2,4g 3% Ballaststoffe 3,9g 12,0g 24% Eiweiß 3,9g 65% Salz *Referenzmenge für einen durchschnittlichen Erwachsenen (8400 kJ/2000 kcal) AP EDEKA KUNDEN UND ERNÄHRUNGSSERVICE 2509 (",,,,,,,,,PENDING
00000161,Bio Volleipulver,"Organic Flaxseed Oil, Organic Coconut Oil, Organic Avocado Oil, Organic Sunflower Oil, Organic Pumpkin Seed Oil, Organic Sacha Inchi Seed Oil, Organic Extra Virgin Olive Oil, Organic Sesame Seed Oil, Organic Black Cumin Seed Oil, Organic Evening Primrose Oil, Organic Sea Buckthorn Berry Oil, Organic Fenugreek Seed Extract, Organic Turmeric Root Extract, Organic Rosemary Leaf Extract, Organic Clove Bud Extract, Organic Thyme Leaf Extract, Organic Oregano Leaf Extract, Organic Ginger Root Extract, Organic Black Pepper Fruit Extract, Organic Cardamom Seed Extract, Organic Cumin Seed Extract, Organic Coriander Seed Extract, Organic Fennel Seed Extract, Organic Fenugreek Seed Extract, Organic Turmeric Root Extract, Organic Rosemary Leaf Extract, Organic Clove Bud Extract, Organic Thyme Leaf Extract, Organic Oregano Leaf Extract, Organic Ginger Root Extract, Organic Black Pepper Fruit Extract, Organic Cardamom Seed Extract, Organic Cumin Seed Extract, Organic Coriander Seed Extract, Organic Fennel Seed Extract",,,,,,,,,PENDING
00001403,Sablés Coco Lait,"Farine de blé 27.5%, chocolat au lait 22% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, noix de coco râpée 10%, œufs de poules élevées en plein air 9%, beurre concentré, huile de colza, poudres à lever carbonates de sodium - citrates de sodium (blé), lait écrémé en poudre, malt d'orge, sel, émulsifiant : lécithines (soja), arôme naturel de coco. Peut contenir des traces de graines de sésame et de fruits а сoque.",,,"E322 - Lecithins,E322i - Lecithin,E331 - Sodium citrates,E500 - Sodium carbonates",,,,,,PENDING
00001404,,"Farine de blé 39%, chocolat noir 22% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, beurre concentré, huile de colza, lait écrémé en poudre, sel, poudres à lever: carbonates de sodium - citrates de sodium (blé), arôme naturel. : Peut contenir des traces d'œufs, de graines de sésame et de fruits à coque. S",,,"E322 - Lecithins,E322i - Lecithin,E331 - Sodium citrates,E500 - Sodium carbonates",,,,,,PENDING
00001664,Brins de ChocoCaramel,"Chocolat au lait 40% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sirop de glucose-fructose, farine de blé 23%, sucre, stabilisant : glycérol, fructose, lait concentré sucré (lait entier, sucre), caramel aromatique 0.9%, lait écrémé en poudre, beurre concentré, beurre, sel, arôme, gélifiant : pectines, émulsifiant : lécithines (soja). Farine issue de blé français, filière responsable. Peut contenir des traces d'eufs, de graines de sésame et de fruits à coque.","en:gluten,en:milk,en:soybeans",,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E440 - Pectins",,,,,,PENDING
0000200000007,Purée de Sésame Tahini Bio,"Graines de sésame grillées* (99,7%), sel de mer (0,3%). (*issu de l'agriculture biologique)",en:sesame-seeds,,,,,,,,PENDING
0000200000016,Purée de Noix de Cajou Crues Bio,"Noix de cajou crues (100%) (*issu de l'agriculture bio - logique). Peut contenir des traces de fruits à coque, d'arachides et de graines de sésame.",en:nuts,,,,,,,,PENDING
0000200000020,,"Noix de pécan gril - lées* (100%). (*issu de l'agricul - ture biologique). Peut contenir des traces de fruits à coque, d'arachides et de graines de sésame. EN Ingredients: roasted pecan nuts* (100%). (*from organic farming). May contain traces of pea - nuts, other nuts and sesame seeds. À consommer avant le : voir couvercle/ To be consumed before : see the lid. FR Th",en:nuts,,,,,,,,PENDING
00002083,Ciao le sel ! Iodé,"Poudre et graine de sésame complet toastées 70%, algues Kombu, algues Wakamé.",,,,,,,,,PENDING
00002182,P'tits-B Crousti'Choco,"Ingrédients Cereales 50.2 % (farine de blé 39,3 %, flocons d'avoine 4,2 %, farine d'orge 2,1 %, arine de seigle 2,0 %, farine de eau e 1.3 % son de blé 1 %), su re, matière grasse composée huile de co za beurre concentré pépites de chocolat noir 11,9 % (sucre, pâte et beure de cacao, cacao maigre en poudre, émulsifiant : lécithines (tournesol arme oeufs frais billes de céréales biscuitées 53 % farine de blé sucre, malt de blé amidon de blé poudre à lever: carbonates de sodium, sel, beurre de cacao, arome naturel de vanille), beurre patissier, cacao maigre en poudre, lait écrémé en poudre, farine de sarrasin 1,3 %, poudres à lever : carbonates dammonium-carbonates de sodium-diphosphates blé, malt d'orge, arôme, sel, émulsifiant: lécithines (soja). Peut contenir des traces de graines de sésame et de fuits à coque",,,"E322 - Lecithins,E322i - Lecithin,E502 - Carbonates",,,,,,PENDING
00002199,Petit beurre tablette choco,"Chocolat au lait 48% (sucre, beurre et pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière anhydre, émulsifiant lécithines (tournesol), arôme), farine de blé, sucre, beurre concentré (soit 9% de beurre reconstitué), lait entier en poudre, poudres à lever : carbonates d'ammonium carbonates de sodium - diphosphates, sel. Peut contenir des traces de soja, de graines de sésame, d'eufs et de fruits à coque. VALEURS NUTRITIONNELLES ΜΟΥΕΝNES Pour 2 Biscuits (25g) Pour 100 g",,,"E322 - Lecithins,E322i - Lecithin,E450 - Diphosphates,E503 - Ammonium carbonates",,,,,,PENDING
00002955,Chocolat noir sésame complet,"Pâte de cacao Équateur*, sucre de canne blond*, beurre de cacao*, sésame* 10%. *Ingrédients agricoles issus de l'agriculture biologique. Cacao, sucre, Commerce Equitable contrôlé selon le référentiel Fair for Life: 90% du total des ingrédients d'origine agricole sont issus de filières BIOPARTENAIRE (¹) Plus d'informations sur www.BIOPARTENAIRE.com. Peut contenir des traces de fruits à coques, de gluten, d'oeuf, de soja et de lait.",en:sesame-seeds,,,,,,,,PENDING
00003991,Poudre de cacao,"Poudre de cacao biologique Peut contenir : Noix, Graines de sésame",,,,,,,,,PENDING
00004428,,"UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT OBRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, ue DRIED APPLES, DATE PASTE, HONEY, 3% YEAST, CINNAMON, SALT, GUAR 0% GUM, MONOCALCIUM PHOSPHATE. 0% 5% 3% CONTAINS WHEAT, WALNUT. MAY CONTAIN EGG, SOY, SESAME.",,,"E341 - Calcium phosphates,E341i - Monocalcium phosphate",,,,,,PENDING
0000442811776,Instant shrip noodles,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vegetable oil (contains one or more of the following: canola, cottonseed, palm) preserved by tbhq, salt, dehydrated vegetables (carrot, garlic, onion, chive), contains less than 2% of: chili, habanero, paprika, and other spices, monosodium glutamate, maltodextrin, freeze dried shrimp, dehydrated soy sauce (wheat, soybeans, salt), sugar, hydrolyzed corn protein, hydrolyzed wheat protein, hydrolyzed soy protein, yeast extract, miso powder (soybeans, wheat, rice, salt), potassium carbonate, citric acid, sodium carbonate, sodium hexametaphosphaté, natural flavors, sésame oil, silicon dioxide (anti-caking agent), sodium tripolyphosphate, disodium guanylate, disodium inosinate, monosodium phosphate, lactose. irimp",,,"E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E339 - Sodium phosphates,E339i - Monosodium phosphate,E452 - Polyphosphates,E452i - Sodium polyphosphate,E452vi - Sodium tripolyphosphate,E621 - Monosodium glutamate,E627 - Disodium guanylate,E631 - Disodium inosinate",,,,,,PENDING
0000509005582,Baguette constance,"farine de BLE. eau. levain de SEIGLE gluten de BLE, sel, levure, farine de BLE malte. Traces eventuelles de fruits a coquès et sesame.",,,,,,,,,PENDING
00005272,Sandwich solene céréales sicilien,"pain aux 6 céréqles 61,7 % farine (farine de BLÉ, GLUTEN de BLE), eu, mélange 6 céréales-3 graines 17,6% (farine de BLE complet, crème d'ORGE, farine d'AVOlNE, farine de maïs, semoule de BLÉ dur, graines cie millet, graines de lin, graines de SÉSAME, farine de SEIGLE), sel, levure, garniture 38,3% , coppa 30,2% (échine de porc, sel, dextrose de maïs, fenouil, arome naturel, sucre, conservateur: nitrate de potassium et nitrite de sodium - origine UE), salade 30,2%, tomate 30,2%, basilic 5%, huile d'olive.","en:gluten,en:sesame-seeds",,"E250 - Sodium nitrite,E252 - Potassium nitrate",,,,,,PENDING
0000628006569,L'Envoûtante (Pain),"Farine de _blé_ (farine de _blé_, _gluten de blé_, farine de _blé_ malté), eau, _graines de sésame_ décortiquées toastées 1 %, sel, germe de _blé_ 1 %, levure, émulsifiant : E472e, agent de traitement de la farine E300.","en:gluten,en:sesame-seeds",,"E300 - Ascorbic acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,,,,,PENDING
0000703302420,Houmous oignons caramélisés,"Pois chiches, eau, tahini (beurre de sesame), huile de canola, oignons caramélisés, sel de mer, vinaigre, ail, huile d’olive, epices",,,,,,,,,PENDING
0000705520537,,"Roggenmehl 47%, Weizenmehl 45%, getrockneter Sauerteig (Roggenmehl, natürlich fermentiert), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Trockenhefe 2%, Traubenzucker, Gerstenmalzmehl, Säuerungsmittel (Äpfelsäure) Malzextrakt (Gerste, Roggen), Mehlbehand - lungsmittel (Ascorbinsäure). Kann Spuren von Milch, Ei, Sesam, Soja und Lupinen enthalten. Durchschnittliche Nährwerte Energie Fett",en:gluten,,E300 - Ascorbic acid,,,,,,PENDING
0000789032927,"Original Hummus With Flatbread, Original","Chick Peas, Filtered Water, Tahini (Sesame Seed Paste), Olive Oil, Lemon Juice, Garlic, Sea Salt, Citric Acid, Cayenne. Flatbread Ingredients: Unbleached Wheat Flour, Sesame Seeds, Organic Cane Sugar, High Oleic Sunflower Oil, Barley Grits, Durum Semolina, Sea Salt, Poppy Seeds, Filtered Water.","en:gluten,en:sesame-seeds",,E330 - Citric acid,,,,,,PENDING
0000802805391,,"je wil weten over onze Toast met rozemarijn We hebben alles op een rijtje gezet wat Dit Ingrediënten: TARWEbloem, zonnebloemolie, moutextract (GERST, maïs), zout, rozemarijn 2,3%, gist. Als je ergens niet tegen kan Allergenen: tarwe en gerst (gluten). Kan bevatten: soja, melk en sesam. Gemiddelde voedingswaarde per 100 g kJ 1787 kcal 425 Energie Vetten 11,9 g waarvan verzadigde vetzuren 1,3 g Koolhydraten 66,3 g waarvan suikers Vezels Eiwitten per 30 g kl 536 kcal 127 3,6 g 0,4 g 19,9 g 1,0 g 1,2 g 11,0 g 3,3 g 7% Zout 2,40 g 0,72 g 12% *RI= Referentie-inname van een gemiddelde volwassene (8.400 kl/2.000 kcal). Deze verpakking bevat 5 porties. Hoe zit het met de houdbaarheid? 3,2g 4,1g Ten minste houdbaar tot en met: zie achterzijde. Bewaaradvies: koel en droog bewaren. BI RESTAFVAL We zijn er voor je Consumentenservice: Jumbo Supermarkten B.V. Antwoordnummer 10072, 5460 VB Veghel Nederland, Jumbo.com To gool je de verpakking weg VERPAKKING RI 6% 5% 2% 8% 19% 150g e",en:gluten,,,,,,,,PENDING
0000978623508,Pane proteico,"Acqua, Miscela di proteine (12%) (Proteine del grano, Proteine del picelli), farina di segale integrale, Semi di lino scuri, Sola macinata grossa (6%), Farina di soia (3%), Crusca di frumento, Semi di lino dorati, Semi di girasole, Sesamo, Aceto di mele, Sale, Farina di segale, Lievito, Siero del latte in polvere","en:gluten,en:milk,en:sesame-seeds,en:soybeans",,,,,,,,PENDING
0001143155625,Nankhatai traditional indian cookies,"Wheat flour (50%), sugar (21%), hydrogenated vegetable oil (contains one or more of the following: sesame oil, soybean oil, palm oil), cardamom, nutmeg, sodium bicarbonate, butylated hydroxyanisole (e320), salt.",en:gluten,,"E320 - Butylated hydroxyanisole (bha),E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,,,,,PENDING
0001202312158,Spicy Szechuan Noodles,"White Cabbage, Brown Rice Noodles (8%) [Brown Rice Flour, Water], Pak Choi (8%), Red Onion, Edamame [Soya] (8%), Chestnut Mushroom (7%), Roasted _Peanuts_ (4%) [Peanuts, Rapeseed Oil, Salt], _Soya_ Mince [_Soya_ Flour, Colour: Caramel] (4%), Water, Tamari [_Soya_ Beans, Water, Salt, Alcohol], Tahini (4%) (_Sesame_), Spring Onion (4%), Garlic, Maple Syrup, Rice Wine Vinegar, Ginger, Red Pepper Flakes, Sunflower Oil, Porcini Mushroom Powder, _Sesame_ Oil (_Soya_), Chilli Flakes, Pepper, Szechuan Pepper (0.1%)","en:sesame-seeds,en:soybeans",,E150 - Caramel,,,,,,PENDING
00012782,Bagel sésame 3 fromages,"PAIN BAGEL au SESAME 51,2% : Farine de BLE, eau, huile végétale raffinée de colza, sucre, GRAINES DE SESAME 2%, GLUTEN D E BLE, farine de MALT DE BLE, levure, sel, farine de SOJA, émulsifiants: E471, E322, agents de traitement de la farine : E300, E920. Garniture 48,8% : FROMAGE DE CHEVRE 41,1% (LAIT de chèvre pasteurise 98,3%, sel 1,5% ferments LACTIQUES et fongiques, coagulant), FROMAGE CHEDDAR 22,4% (FROMAGES [dont CHEDDAR 51%], LAIT écrémé réhydraté, BEURRE, sels de fonte : citrates de sodium, acide citrique, protéines de LAIT, sel, colorant : extrait de paprika, antiagglomérant:lécithine de tournesol). FROMAGE FRAIS 18,2% (BABEURRE, CREME pasteurisee 13,3%, protéines de LAIT, acidifiant :acide citrique, sel. épaississant farine de graines de caroube, conservateur : sorbate de potassium, arôme naturel),  FOURME D'AMBERT 18.2% (LAIT pasteurisé de vache, sel. présure animale ferments LACTIQUES). (% exprimés pur le garniture)",,,"E160c - Paprika extract,E202 - Potassium sorbate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E331 - Sodium citrates,E471 - Mono- and diglycerides of fatty acids,E920 - L-cysteine",,,,,,PENDING
0001374569225,Œufs Praliné,"Praliné 32% (sucre, amandes, noisettes), sucre, beurre de cacao, lait en poudre, pâte de cacao, lactosérum en poudre, brisure de crêpe dentelle 1% (farine de blé, sucre, beurre concentré, poudre de lait écrémé, malt d'orge, sel), noisettes hachées 0,8%, matière grasse laitière en poudre, émulsifiant : lécithine de soja, arôme naturel de vanille. Traces possibles d'autres fruits à coque, œuf, sésame.",,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
