code,product_name,ingredients_text,allergens,allergens_en,additives_en
00000486,Hydrolyzed Multi Collagen,"Suggested Use: Mix, shake, or blend 1 scoop with 8 oz. of your favorite beverage. For best results use daily To cd water without clumping, mix with room temperature water first and then add ice. Supplement Facts TYPICAL COLLAGEN PEPT Servings Per Container: 45 Calories Protein Serving Size Scoop (Approx. 10 g) AMINO ACID PROFILE Amount Per Serving %DV Alanine 784 mg Leucine 40 Arginine 706 mg Lysine 9g Aspartic Acid 552 mg Methionine 100% Hydrolyzed Multi Collagen 20 mg 1% Glutamic Acid 970 mg Phenylalanine 10 g 1258 Glycine 2,160 mg Proline Histidine!! 60 mg Serine 91 Contains: egg fish. Hydroxylysine Bovine Collagen Peptides, Chicken Collagen Peptides, Marine Collagen Peptides, Eggshell Membrane Collagen Peptides Daily Value (DV) not established. Celly Manufactured for: Doctor's Recipes (800) 487-6849 www.DoctorsRecipes.com  Sun Lakes, AZ 85248 10 grams per scoop is an average. Individual scooping Yeout side is packaged by weight, not by volume. may yeld slightly less or slightly more than 10 of comments occurs over time and cannot be avoided. color, texture, flavor, solubility, and other traits Moda High Levels of EAAS No Lumps Dissolves Easily in or Clumps Hot or Cold Liquids 107 mg Threonine Hydroxyproline 1,075 mg Tyrosine Isoleucine 125 mg Valine Essential amino acids 11 Contains 8 of 9 essential amino acids A Average milligrams per serving abra ENJOY IN YOUR FAVORITE RE Mix Shake FOR BEST MIXING RESULTS Shake container to mix A Add powder to cup beve d Pour liquid on top of p",,,
00000508,,"Rohrohrzucker*, Kakaobutter°*, Haselnussmark 20%, Magermilch - 1.60 pulver, Kakaomasse&quot;, Bourbon isch Bohne afel fair Vanilleextrakt*. Kakao: 32%",,,
00000519,,"Maltodestrina da mais, amido di mais, gelatina, miscela di fermenti lattici (Lactobacillus acidophilus LA-14, Lactobacillus plantarum LP-115, Lactobacillus jensenii LJe52, Lactobacillus rhamnosus LR-32), agente antiagglomerante: sali di magnesio degli acidi grassi",,,"E428 - Gelatine,E470b - Magnesium salts of fatty acids"
00000536,Natural Honey Wildflower,"Lait de vache pasteurisé (origine: France), sel, ferments (lait), conservateur: E235.",en:milk,,E235 - Natamycin
00000550,Krautsalat,"Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion",,,
00000570,Mix Energie Superfood,"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *",,,
00000614,Beauty Collagen,"Granulated Sugar, Erythritol, Natural Flavor, Malic Acid, Citric Acid, Stevia Extract (stevia rebaudiana) (Leaf), Silicon Dioxide.",,,"E296 - Malic acid,E330 - Citric acid,E968 - Erythritol"
00000635,Batard meergranen brood,"42,5% tarwebloem, water, tarwegluten, 3,6% zonnebloempitten, 2,8% lijnzaad, 2,8% gerstemout, 2,4% havervlokken, 0,9% rijstgries, bakkerszout, 0,6% sesamzaad, 0,6% tarwezuurdesem, 0,6% roggezuurdesem, sojabloem, 0,2% volkoren roggemeel, gist.",,,
00000636,Ultra thin crust chicken bacon ranch pizza,"Oat flakes *, barley flakes *, rye flakes *, wheat flakes * (*Issu de l'agricult",en:gluten,,
00000680,Lomo ibérico de bellota,"enriched wheat flour (flour, malted alue barley flour, reduced iron, niacin, thiamin mononitrate owvitamin b1), riboflavin (vitamin b2), folic acidj, water, in whole wheat flour, sugar, yeast, wheat gluten, cellulose fiber, calcium sulfate, salt, soybean oil, preservatives (calcium propionate, sorbic acid), soy flour, monoglycerides, datem, citric acid, soy lecithin, vitamin d3, potassium iodate, grain vine - gar, monocalcium phosphate. contains wheat, soy. r17-212-202308 79423","en:gluten,en:soybeans",,"E200 - Sorbic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
00000689,,"Eau gazéifiée, sirop de maïs riche en fructose, acide citrique, arôme naturel, citrate de potassium, calcium disodique edta",,,E330 - Citric acid
00000720,Pommes cannelle séchées,"Pommes*, Canneile* - Apple*, Cinnamon*",,,
00000721,biscuits cuillers,"Sucre, œufs frais (34%), farine de blé, sirop de sucre inverti, stabilisant glycérol, arôme, sel, acidifiant tartrates de potassium, épaississant : gomme xanthane.","en:eggs,en:gluten",,"E336 - Potassium tartrates,E415 - Xanthan gum,E422 - Glycerol"
00000732,,C,,,
00000734,"Enjoy Life Chewy Bars, Soy free, Nut free, Gluten free, Dairy free, Non GMO, Vegan, Caramel Blondie","Pure Life Balanced Dry Blend (Hulled Sunflower Kernels, Cassava Flour, White Pearled-Grain Sorghum Flour, Quinoa Flakes), Tapioca Syrup, Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter), Date Paste, Safflower Oil, Palm Oil Shortening, Caramel Pieces (Organic Sugar, Organic Tapioca Syrup), Quinoa Flakes, Vegetable Glycerin, Ground Flaxseed, Water, Salt, Vanilla Extract, Natural Flavor, Rosemary Extract.",,,"E392 - Extracts of rosemary,E422 - Glycerol"
00000738,Teste,"teste 1, teste2 e teste3",,,
00000739,Assortiment d'amandes cacaotés et croustilles,"Amandes enrobées de chocolat au lait et poudre de cacao : chocolat au lait 65% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, arôme naturel de vanille), amande torréfiée 33%, poudre de cacao maigre 2%. - Billes de céréales enrobées au chocolat au lait praliné : chocolat au lait 65% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, lait écrémé en poudre, émulsifiant : lécithines (tournesol), arôme naturel de vanille), praliné 21% (noisette 50%, sucre, émulsifiant : lécithines (tournesol)), céréales croustillantes 12% (farine de blé, gluten de blé, farine de malt de blé, poudre à lever: carbonates de sodium, sel), poudre de cacao maigre.","en:gluten,en:milk,en:nuts",,"E322 - Lecithins,E322i - Lecithin,E500 - Sodium carbonates"
00000742,Assortiments de Tuiles et Palets gourmants au chocolat,"chocolat noir, lécithine de soja, éclats de noisettes, raisins, chocolat blanc...",,,"E322 - Lecithins,E322i - Lecithin"
00000747,Organic Protein Powder Vanilla Bean Flavored,"5% Fat 0.5g 3% Og Omg 0% Omg 12% ohydrate 15g 5% Fiber less than 1g 0% ugars Og des Og Added Sugars 0% ritol 5g on taste is based on my belief that real foods can make a real difference. That passion fuels our mission to help people live vibrant lives through good, clean nutrition. IN GOOD HEALTH, Аганей Andrew Abraham, M.D. Founder, Cancer Survivor & Food Entrepreneur 21g 37% in D Omcg 0% um 70mg 6% 35% 2% P f 64mg assium 80mg Daily Value (DV) tells you how much a nutrient serving of food contributes to a daily diet. 2,000 ories a day is used for general nutrition advice. ORGAIN.COM See website for pro GREDIENTS: ORGAIN ORGANIC PROTEIN BLENDTM (ORGANIC PEA PROTEIN, ORGANIC BROWN RICE PROTE RGANIC CHIA SEED), ORGAIN ORGANIC CREAMER BASE TM (ORGANIC ACACIA, ORGANIC HIGH OLEIC ORGANIC ERYTHRITOL ORGANIC NATURAL FLAVORS, ORGANIC ACACIA, SEA SALT, ORGANIC REBA (STEVIA UNFLOWER OIL ORGANIC RICE DEXTRIN, ORGANIC SUNFLOWER LECITHIN, ORGANIC ROSEMARY EXTRACT EXTRACT), ORGANIC GUAR GUM, XANTHAN GUM, NATURAL FLAVOR.",,,"E1400 - Dextrin,E322 - Lecithins,E322i - Lecithin,E412 - Guar gum,E415 - Xanthan gum"
00000749,Cream soup air corners,"Grain 65% (corn grits 100%), vegetable oil 20%, corn bisque-flavored complex seasoning, polydextrose 5%, milk powder 2%",,,
00000751,Multi Collagen Protein,"Egg, Fish (Salmon & Mackerel).","en:eggs,en:fish",,
00000758,Cauliflower,Cauliflower,,,
00000762,collagen skin booster,"hydrolysat de collagen Verisol P, maltodextrine,arômes naturels , correcteur d'acidité ( acide citrique), édulcorant, ( glycoside de steviol) , acide L - ascorbique , acétate de DL-alpha-tocophéryle,bêta-carotène, citrate de zinc,nicotinamide,citrate de cuivre, iodure de potassium, sélénite de sodium, D-biotine",,,"E330 - Citric acid,E960 - Steviol glycosides"
00000765,Thé noir Assam bio,Thé noir originaire de la région d'Assam en Inde et issu de l'Agriculture Biologique.,,,
00000766,Thrive Plant Protein - Chocolate Swirl,"Rice,Water,Wheat,Salt,Caramel",,,
00000770,,نتاظظمدد,,,
00000772,Vitamin B12,"Calcium carbonate, microcrystalline cellulose, stearic acid, vitamin B12 (methylcobalamin)",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E570 - Fatty acids"
00000777,Legion Whey (French Vanilla),"Ingredienti Magnesio bisglicinato in polvere, Idrossido di calcio, Involucro della capsula (Idrossipropilmetilcellulosa), Acido L-Ascorbico (Vitamina C), Cloruro di potassio, Fumarato ferroso, Polvere di calendula (Calendula officinalis, Fiore) (Luteina), Tocoferolo acetato (Vitamina E), Niacina (Vitamina B3), Gluconato di manganese, Ossido di zinco, Estratto di tagete francese (Tagetes erecrta L., Fiore) (Zeaxantina), Gluconato di rame, Acido pantotenico (Vitamina B5), Retinolo acetato (Vitamina A), Colecalciferolo (Vitamina D3), Riboflavina (Vitamina B2), Tiamina HCI (Vitamina B1), Piridossina HCl (Vitamina B6), Cromo picolinato, loduro di potassio, Metilcobalamina (Vitamina B12), Acido folico (Vitamina B9), Biotina HCl (Vitamina B7), Molibdato di sodio, Estratto di crusca di riso.",,,
00000827,Petit hoppelli noir,Ingrediënten Quinoa* - Quinoa *,,,
00000831,,"Maltodextrin, citric acid, natural strawberry lemon flavor, rebaudioside A (from stevia leaf extract), microcrystalline cellulose, calcium phosphate",,,"E330 - Citric acid,E460 - Cellulose,E460i - Microcrystalline cellulose,E960 - Steviol glycosides"
00000833,saint Michel galettes,Processor  Memory (RAM)  Storage  Display  Battery  Keyboard and Touchpad  Wireless Connectivity  Ports  Camera and Microphone  Speakers  Build Materials  Operating System,"en:peanuts,en:Strontium-90,en:Uranuim-235",,
00000839,Muesli,"Multictain Flakes (83.9%) [Rotted at 7%), Wheat Flakes (35%) (Wheat, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320) Corn Flakes (11.9%) (Corn Grits, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320)1, Apple Juice Concentrate (10%), Dried Fruits & Nuts (5%) [Sliced Almonds (2.5%), Raisins (2.5%)], Emulsifier (INS 322) Flavours [Artificial (Red Apple) & Natural flavouring substances] & Antioxidant (INS 320) STORAGE INSTRUCTIONS: 1. Not to be consumed if seal is broken 2. Secure lid tightly after every use 3. Store in dry place and away from heat and light. ALLERGEN: Contains Soy, Wheat, Oats, Barley & Nut","en:gluten,en:nuts,en:soybeans",,"E320 - Butylated hydroxyanisole (bha),E322 - Lecithins"
00000854,Pingo de ouro,"Inulin, Guar Gum, Natural Flavors (Key Lime, Lime, Vanilla), Citric Acid, Malic Acid, Steviol Glycosides (Rebaudiosides M, A)",,,"E296 - Malic acid,E330 - Citric acid,E412 - Guar gum,E960 - Steviol glycosides"
00000864,Quinoa,quinoa 100%,,,
00000893,Bio Whey Protein Kakao,Organic Medjool Dates,,,
00000897,,"Céréales (30%) (farine de blé, farine d'avoine, farine de maïs, farine de riz), composé choc (20%) (sucre, graisse végétale hydrogénée, solides du lait, cacao en poudre, émulsifiants [lécithine de soja, E492, E476]), sucre, sirop de glucose, sirop inverti, extrait sec de glucose, protéine de blé, huile de tournesol, extrait de malt d'orge, mélasse, humectant (glycérol), sel, sucre caramélisé, lait écrémé en poudre, agent levant (bicarbonate de sodium), arôme naturel, émulsifiant (lécithine de soja) , colorants (paprika, curcuma), extrait de romarin.","en:gluten,en:soybeans",,"E322 - Lecithins,E322i - Lecithin,E392 - Extracts of rosemary,E422 - Glycerol,E476 - Polyglycerol polyricinoleate,E492 - Sorbitan tristearate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate"
00000934,Magnesium,Magnesiumoxid,,,
00000953,Herbalife,"Proteína isolada de soia, frutose, fibra de aveia,inule e doreto de potássio, triglicerídeos de cadeia média, caseinato de calc, rn de leite, mix de vitaminas e minerais (maltodextrina, ortofosfato fémica ia de sódio, sulfato de zinco, niacinamida, vitamina A, gluconato de cobe De e ácido fólico), fosfato de cálcio dibásico, óxido de magnésio, estabiliane espessantes goma xantana, carragena e pectina, antiumectante dichi de de soja, corante natural vermelho de beterraba, aromatizante e eduilcorae anganes, vitamina B6 jodeto de notássio, vitamina B12, GLUITE CONTEM DERIVADOS DE AVEIA, LEITE, PEIXE* E SOJA. Proveniente da gelatina de peixe utilizada para proteção da Vitamina A. CONTEM Formulação exclusiva da: HERBALIFE INTERNATIONAL OF AMERICA, INC. Los Angeles, CA 90080-021 SA Para: HERBALIFE INTERNATIONAL DO BRASIL LTDA., Rua Marina Ciufuli Zanfelice, 371-Lapa-CEP 06us CNP): 61.297.78410003-18. Indústria Brasileira. CNP): 00.292.858/0001-77. TRATIVAValidade e Lote: vide impressão Produto isento da obrigatoriedade de reqistro 7de 06 de Agst-t MAGEM","en:fish,en:milk,en:soybeans",,
00000959,Walnut halves & pieces,contains walnut; produced on equipment that also handles almonds and cashews.,,,
00000971,Bio Chia Samen,Chia Samen,,,
00000973,Manuka Raw Manuka Honey,Raw Manuka Honey,,,
00000987,,"Kashi sept grains entiers et mélange de sésame (entier: blé rouge dur, riz brun, orge, triticale, avoine, seigle, sarrasin, graines de sésame), flocons de soja, sirop de riz brun, sirop de canne séché, fibre de racine de chicorée, avoine à grains entiers, huile de canola pressée, miel, sel, cannelle, mélange concentré de tocophérols (vitamine E) pour la fraîcheur.","en:gluten,en:soybeans",,E307 - Alpha-tocopherol
00000994,freeze dried dragon fruit slices,Dragon Fruit (100%),,,
00000996,Alfajor Dulce de leche,"Dulce de leche, harina de trigo enriquecida según ley 25630 (harina de trigo, hierro, ácido fólico, tiamina, riboflavina, niacina),, azúcar, margarina vegetal, huevo, agua, jarabe de maíz de alta fructosa, aromatizante (vainillina)","en:eggs,en:gluten",,
0000100206960,,Coffee beans,,,
00001004,Concha,"Hartweizengrieß, Frischei (10 %) * &quot;Eler aus Bodenhaltung Kann Spuren von Soja enthalten. Oko DX Ungekocht Energie DURCHSCHNITTLICHE MAHRWERTE pro 100g Fett",,,
0000100810429,Eirn original curry Sauce,"Wheat Flour Sugar Vegetable Fat D Curry Powder (12.3%) (Coriander, Turmeric, Cumin, Ginger, Cassia, Fenugreek, Chilli, Clove, Salt, Mustard Flour, Black Pepper, Garlic Powder, Fennel) Vegetable (Tomato) Salt Flavourings (contains Celery) Glucose Syrup Flavour Enhancers (Monosodium Glutamate, Sodium 5'-Ribonucleotides) Citric Acid Milk Proteins Soya Flour Alleray Advice",,,E621 - Monosodium glutamate
0000101266509,Familjepack Schnitzel Frysta,"Water, breadcrumbs 24.5% (wheat flour, sugar, wheat protein, yeast, salt, vegetable oil (sunflower), spice extract (paprika, turmeric)), soy protein 14%, vegetable oil (rapeseed, sunflower), wheat flour, corn starch, vinegar, stabilizers (methylcellulose, guar gum), citrus fiber, natural flavors, salt, onion powder, garlic powder, acidity regulator (potassium hydroxide), sugar.",,,"E412 - Guar gum,E461 - Methyl cellulose,E525 - Potassium hydroxide"
00001013,Smak Rundstykke Grov 100g,"Hvetemel, sammalt hvete (13,8%),  surdeig (hvetemel, vann, durumhvete, surdeigskultur), solsikkefrø, vann, olivenolje, maltekstrakt (bygg),  sesamfrø, hvetekli (3,7%), hvetegluten, linfrø, salt, gjær, stabilisator (E 412),  dekstrose (bygg), naturlig aroma, emulgator (E 472e), glukosesirup (hvete, mais), melkeprotein, farge (E 160a), melbehandlingsmiddel (E 300), enzymer.",,,"E160a - Carotene,E300 - Ascorbic acid,E412 - Guar gum,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
0000101403163,Potato,Potato,,,
0000101403165,Onion,Onion,,,
0000101403175,Bhendi,Bhendi,,,
0000101403177,Bitter Gourd,Bitter Gourd,,,
0000101403187,Ginger,Ginger,,,
0000101403193,Bottle Gourd,Bottle Gourd,,,
0000101481695,Spinach,Spinach,,,
0000101481697,Coriander,Coriander,,,
0000101481703,Cucumber,Cucumber,,,
0000101481707,Green Peas,Green Peas,,,
0000101481721,Mint leaves,Mint leaves,,,
0000101481723,Radish,Radish,,,
0000101481737,Cluster Beans,Cluster Beans,,,
0000101481741,Sapota,Sapota,,,
0000101481757,Broad Beans (Avare Chikadi),Broad Beans,,,
0000101646267,Carrot,Carrot,,,
00001017,,"Hvetemel, vann, salt, rapsolje, sukker, gjær, hvetegluten, dekstrose, vegetabilsk emulgator (E 472e, E 471, E 322 solsikkelecitin), melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
00001019,,Birke NO.1 QUALITÄT SEIT 187 BO BANI NUDE,,,
0000101903605,Le Petit Bridé,"Viande de porc 151g pour 100g, sel, sucres (LACTOSE, dextrose), alcools, épices, ail, ferments, conservateur salpêtre cubique. Boyau naturel de porc traces possibles de fruits à coques 30% de gras comparé à la valeur de référence Ciqual 2016",,,
00001021,,"Hvetemel, vaniljekrem 13% (vann, sukker, modifisert stivelse, mysepulver, melkeprotein, kokosfett, fortykningmiddel (E401), aroma, farge (E160a)), vann, sukker, revet kokos 4%, rapsolje, hvetegluten, kardemomme, salt, gjær, emulgator (E472e, E471, E475, E322 solsikkelecithin), melbehandlingsmiddel (E 300), dekstrose, aroma.",,,"E160a - Carotene,E300 - Ascorbic acid,E322 - Lecithins,E401 - Sodium alginate,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E475 - Polyglycerol esters of fatty acids"
0000102102024,kiotis,aqua (water) ammonium lauryl sulfate glucoside parfum (fragrance) cocamidopropyl betaine sodium benzoate sodium chloride citric acid cocamide mipa salicyuc acid limonene ● e 200 ml o · ● ● . 79004 75008 paris france - made in france www.kiotis.com kiotis paris-12/14 rond-point des champs-élysées,,,E200 - Sorbic acid
0000102239128,Lemon,Lemon,,,
00001024,Coop Fine Frokostbrød 90g,"Hvetemel, vann, rapsolje, salt, sukker, gjær, hvetegluten, vegetabilsk emulgator (E 472e, E 471, E 322 solsikkelecithin),  melbehandlingsmiddel (E 300),  dekstrose. Dekor: Valmuefrø",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
00001026,,"Hvetemel, vann, kanelfyll (sukker, vann, vegetabilsk fett (raps, fullherdet kokos, fullherdet raps), modifisert hvetestivelse (E 1414), kanel, glukosesirup, hvetemel, maismel, emulgator (E 471), salt, konserveringsmiddel (E 202), stabilisator (E 415), aroma), sukker, rapsolje, gjær, salt, hvetegluten, vegetabilsk emulgator (E 472e), melbehandlingsmiddel (E 300), dekstrose.",,,"E1414 - Acetylated distarch phosphate,E202 - Potassium sorbate,E300 - Ascorbic acid,E415 - Xanthan gum,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
0000103010104,Vita-antioxydant,"bwe ro/o ouumy et wh Supplement Facts Serving Size: 2 Tablets Servings Per Container: 56 Amount Per Serving Vitamin A (as 25% (516 mcg) % DV Amount Per Serving %DV 40 mg 1804 ug RAE 200 % | Mixed Tocopherols (D-gamma, D-delta, D-beta Tocopherol) InCelligence TM Complex Retinyl Acetate and 75% (2700 mcg) as Beta Carotene, Mixed Carotenoids) Vitamin C (as Poly C® blend: Potassium, 200 mg Calcium, Magnesium, and Zinc Ascorbates) Vitamin D3 (as Cholecalciferol) 50 mg 36 mg 222% Alpha Lipoic Acid Meriva Bioavailable Curcumin Complex (Curcuma longa L., root)* 25 ug 125% Vitamin E (as d-alpha-Tocopheryl Succinate)67 mg 447% Vitamin K (as K1 [Phytonadione] 240 ug, 270 ug 225% Extract 35 mg (Camellia sinensis hunt, leaves) Quercetin Dihydrate Rutin Hesperidin (Citrus spp. L., fruit) Resveratrol Olivol® (Olive Fruit Extract, Olea europaea L., fruit)** 30 mg 20 mg 20 mg 20 mg 15 mg 64 mg 6 mg and K2 [MK-7 Menaquinone] 30 ug) Thiamine (Vitamin B1) Riboflavin (Vitamin B2) Niacin (as Niacin and Niacinamide) Vitamin B6 (as Pyridoxine HCL) Folate (as 300 ug Folic Acid) Vitamin B12 (as Cyanocobalamin) 15 mg 1250% 15 mg 1154% 20 mg NE 125% 16 mg 941% 500 ug DFE 125% 100 ug 4167% | Inositol 150 ug 500% | Coenzyme Q10 Biotin Pantothenic Acid (as D-Calcium Pantothenate) 45 mg 900% 300 ug 500 ug Lutein (Tagetes erecta L., flower) Choline (as Choline Bitartrate) 51 mg 9% Lycopene t Daily Value (DV) not established Ouer oredients: Microcrystalline Cellulose, Modified Starch, Vegetable Fatty Acid, Croscarmallose Sodium ioodd Organic Maltodetrin, Vanilla Extract Organic Sunflower Lecithin. Organic Palm Clein oreame",,,"E14XX - Modified Starch,E161b - Lutein,E460 - Cellulose,E460i - Microcrystalline cellulose"
0000103121201,,"Acai Berry Extract (Euterpe oleracea), Gelatin, L theanine (from green tea (Camellia sinensis),Rice Bran, Moringa Leaf Extract (Moringa oleifera), Barberry Root Extract (Berberis vulgaris), Green Coffee Bean Extract (Coffea arabica), Baobab Fruit Extract (Adansonia digitata), African Mango Seed Powder (irvingia gabonensis), Mangosteen Fruit Extract (Garcinia mangostana L), Goji Berry Extract (Lycium barbarum L), Buckthorn Berry Juice Powder (Hippophae rhamnoides), Hawthorn Berry Powder (Crataegus laevigata), Chamomile Flower Extract (Matricaria recutita)",,,E428 - Gelatine
0000103224110,Riovida Burst,"Apple juice (Malus domestica (Borkh.) Borkh.), grape juice (Vitis vinifera L.), blueberry juice (Vaccinium myrtillus L.), açaí (Euterpe oleracea C. Martius), pomegranate juice (Punica granatum L.), emulsifier (vegetable glycerin), elderberry juice (Sambucus nigra L.), 4Life Tri-Factor Formula (made from bovine colostrum (milk) and egg yolk), gelling agent (xanthan gum, guar gum), berry cream flavor, vitamin C, and emulsifier (monoglycerides).",en:milk,,"E412 - Guar gum,E415 - Xanthan gum,E422 - Glycerol"
0000103227240,Tostadas,"Harina de Maíz ,Aceite Vegetal Comestible y Sal de mar",,,
0000103227563,,"103 22 7 563* 020321EU Servings per Container: 60 Porciones por Caja: 60 Isomaltulose/Isomaltulosa Taurine/Taurina L-Glutamine/L-Glutamina Green Tea/Té verde Caffeine/Cafeína L-Arginine/L-Arginina Yerba Mate/Hierba Maté Caffeine/Cafeína Guarana/Guaraná Caffeine/Cafeína Colostrum/Calostro Egg Yolk/Yema de huevo Per Serving (2,5 g)/ Por Porción (2,5 g) 660 mg 250 mg *RI: Reference Intakes **VRN: Valores de Referencia de Nutrientes 250 mg 150 mg 15 mg 100 mg 75 mg 22,5 mg 30 mg 15 mg 17,5 mg 7,5 mg % RI* % VRN**",,,
0000103227577,PRO-TF Chocolate,"Whey protein (milk, soy), maltodextrin, egg white protein, cocoa powder, natural chocolate flavor, medium chain triglycerides, 4Life Tri-Factor Formula (made from colostrum (milk) and egg yolk), sodium chloride, thickeners (xanthan gum, sodium carboxymethylcellulose), and sweeteners (sucralose, acesulfame K).","en:eggs,en:milk,en:soybeans",,"E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose,E950 - Acesulfame k,E955 - Sucralose"
0000103529964,impact protein whey,"whey protein concentrate (milk) (96%) (contains emulsifiers (soya lecithin, sunflower lecithin)), fat reduced cocoa powder, flavouring, sweetener (sucralose). allergen information: for allergens, see ingredients in bold. important information: store in a cool, dry place away from direct sunlight. this product is intended to be used alongside a varied and balanced diet and a healthy lifestyle. suitable for vegetarians. *naturally occurring bcaas fr: concentré de protéines de lactoserum en poudre prête à l'emploi. saveur chocolat onctueux. contient de l'edulcorant. conseils d'utilisation: mélanger 30g (environ 1 cuillère) de poudre à 250ml d'eau ou de lait et consommer 30 minutes avant et/ou après un entrainement. la poudre se tasse avec le temps. il est conseillé de la peser pour obtenir une dose précise. portion: 30g, portions par contenant: 33. valeurs nutritionnelles: pour 100g (par portion de 30g), valeur énergétique 1590kj/",en:milk,,"E322 - Lecithins,E322i - Lecithin,E955 - Sucralose"
00001041,Alga Spirulina,Alga spirulina biologica in polvere,,,
00001042,คุกกี้สเปลท์เนยสดผสมข้าวกล้องงอก,แป้งสเปลท์ออร์แกนิค ข้าวกล้องงอก เนยสด ไข่ไก่ ไอซ่ง ผงฟู กลิ่นวานิลลา,,,
00001045,BIO GOLD-LEINSAMEN Geschrotet,"Hvetemel, vann, surdeig 20 % av bokhvete og hvete, solsikkefrø, havsalt, sesamfrø, rug, valmuefrø, gjær, maltmel av bygg, hvetegluten, durumhvetemel, guarkkjernemel.",,,
0000104647847,golden barrel butter flavored coconut oil,"refined coconut oil, artificial butter flavor, beta carotene color. sta",,,
0000105000011,Chamomile Herbal Tea,CHAMOMILE FLOWERS.,,,
0000105000042,"Lagg's, herbal tea, peppermint",Peppermint.,,,
0000105000059,Linden Flowers Tea,LINDEN FLOWERS.,,,
0000105000073,"Herbal Tea, Hibiscus",Hibiscus flowers.,,,
0000105000196,Apple & Cinnamon Tea,"TEA, CINNAMON & NATURAL APPLE FLAVOR.",,,
0000105000219,Green Tea,GREEN TEA.,,,
0000105000318,Shave Grass Herbal Tea,SHAVE GRASS.,,,
0000105000356,"Lagg's, herbal tea, chamomile * mint",Chamomile spearmint.,,,
0000105000363,Artichoke Herbal Tea,ARTICHOKE MALVA SENNA LEAF HIBISCUS CHAMOMILE NATURAL APPLE FLAVOR.,,,
0000105000417,"Lagg's, dieter's herbal tea","Andropogon citratus, uva ursi, hibiscus flowers, cinnamon, equisetum arvense, flourensia cernua.",,,
0000105200923,"Lagg's, kidneytea, herbal tea","Shave grass, corn silk, uva ursi, juliana adstringen, boldo, hibiscus flowers, orange blossom.",,,
0000105200961,Bronchtea,EUCALYPTUS LICORICE GINGER ELDER MULLEIN CINNAMON ORANGE BLOSSOM.,,,
00001057,Coop Wienerpecan 95g,"Hvetemel, vegetabilsk fett og olje (raps, kokos, fullherdet raps), vann, sukker, brunt sukker, pekannøtter 3 %, modifisert stivelse (potet), gjær, vegetabilsk emulgator (E 322 av raps, E 471, E 472e), salt, mysepulver (melk), aroma, stabilisator (E 440, E 401, E 412, E 450, E 516), melkeprotein, hvetegluten, glukosesirup, sirup (glukosesirup (inneholder E 220 svoveldioksid), sukker, vann, lønnesirup, melasse, aroma, surhetsregulerende middel (E 500, E 507)), fargestoff (E 170, E 160a), melbehandlingsmiddel (E 300, enzymer), melkepulver, surhetsregulerende middel (E 330), geleringsmiddel (E 406), vitamin A.",,,"E160a - Carotene,E170 - Calcium carbonates,E220 - Sulphur dioxide,E300 - Ascorbic acid,E330 - Citric acid,E401 - Sodium alginate,E406 - Agar,E412 - Guar gum,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E507 - Hydrochloric acid,E516 - Calcium sulphate"
