code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
00004428,,"UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT OBRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, ue DRIED APPLES, DATE PASTE, HONEY, 3% YEAST, CINNAMON, SALT, GUAR 0% GUM, MONOCALCIUM PHOSPHATE. 0% 5% 3% CONTAINS WHEAT, WALNUT. MAY CONTAIN EGG, SOY, SESAME.",,wheat_gluten;tree_nut,egg;soy;sesame,BOTH,YES,KEEP
00012782,Bagel sésame 3 fromages,"PAIN BAGEL au SESAME 51,2% : Farine de BLE, eau, huile végétale raffinée de colza, sucre, GRAINES DE SESAME 2%, GLUTEN D E BLE, farine de MALT DE BLE, levure, sel, farine de SOJA, émulsifiants: E471, E322, agents de traitement de la farine : E300, E920. Garniture 48,8% : FROMAGE DE CHEVRE 41,1% (LAIT de chèvre pasteurise 98,3%, sel 1,5% ferments LACTIQUES et fongiques, coagulant), FROMAGE CHEDDAR 22,4% (FROMAGES [dont CHEDDAR 51%], LAIT écrémé réhydraté, BEURRE, sels de fonte : citrates de sodium, acide citrique, protéines de LAIT, sel, colorant : extrait de paprika, antiagglomérant:lécithine de tournesol). FROMAGE FRAIS 18,2% (BABEURRE, CREME pasteurisee 13,3%, protéines de LAIT, acidifiant :acide citrique, sel. épaississant farine de graines de caroube, conservateur : sorbate de potassium, arôme naturel),  FOURME D'AMBERT 18.2% (LAIT pasteurisé de vache, sel. présure animale ferments LACTIQUES). (% exprimés pur le garniture)",,milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0002000007201,Seeded hamburger 8 enriched buns,"Enriched wheat flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, high fructose corn syrup, soybean oil, contains 2% or less of the following: wheat gluten, sesame seeds, salt, cultured wheat flour, dough conditioners (sodium stearoyl lactylate, monoglycerides, ascorbic acid), yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), calcium propionate (preservative), vinegar, soy lecithin.",,soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0002000010775,Escalope soja et blé,"Protéines de soja et de blé réhydratées, Eau, Chapelure (farine de blé, eau, huile de colza, levure, sel épices (pa rika curcuma)) ; Huiles végétales (tournesol colza), BIPanc d'œuf* en poudre, Amidon de maïs, Fi6res d'agrumes, Extrait de levure, Farine de blé, Epices (oignon en poudre, paprika, piment rouge, ail deshydraté cumin, origan) ; Concentré de tomates, Vinaigre, Sel, Ail, Jaune d'œuf*, Sel iodé, Moutarde, Sucre, (*Poules élevées au sol,) Peut contenir : sésame, céleri,",,soy;wheat_gluten;egg,sesame,BOTH,YES,KEEP
00015363,Solène céréales poulet à l’italienne,"PAIN SOLENE AUX CEREALE S 51,4% Farine de BLE, eau, GRAINES 8% [lin brun, millet, lin jaune, tournesol, SESAME], sel, levure, GLUTEN DE BLE, farine de BLE malté, levure désactivée, agent de traitement de la farine : acide ascorbique, Garniture 48,6% : Émincé de poulet rôti 39,1% (filet de poulet 82% [origine UE], eau, acidifiant : lactate de potassium et acétate de sodium, amidon modifié de manioc, sel,  dextrose et sirop de glucose, arômes, gélifiants E407a, antioxydant : érythorbate de sodium, colorant: caramel), billes de MOZZARELLA 31,3% (LAIT pasteurisé, sel, coagulant microbien correcteur d'acidité E330, conservateur : E202), tomates confites 15,6% (tomates 73,5% huiles végétales 25%, sel, ail, origan), salade batavia 11,7%. huile d'olive 1,4%. épices italiennes (poivrons rouge et vert, tomate en poudre, ail déshydraté 14,9%, origan 11,8%, oignon déshydrate, marjolaine 5%, paprika, basilio, poivre noir, huile de tournesol, antiagglomérant : dioxyde de silicium).",,milk;wheat_gluten;sesame,,DIRECT,YES,KEEP
0000442811776,Instant shrip noodles,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vegetable oil (contains one or more of the following: canola, cottonseed, palm) preserved by tbhq, salt, dehydrated vegetables (carrot, garlic, onion, chive), contains less than 2% of: chili, habanero, paprika, and other spices, monosodium glutamate, maltodextrin, freeze dried shrimp, dehydrated soy sauce (wheat, soybeans, salt), sugar, hydrolyzed corn protein, hydrolyzed wheat protein, hydrolyzed soy protein, yeast extract, miso powder (soybeans, wheat, rice, salt), potassium carbonate, citric acid, sodium carbonate, sodium hexametaphosphaté, natural flavors, sésame oil, silicon dioxide (anti-caking agent), sodium tripolyphosphate, disodium guanylate, disodium inosinate, monosodium phosphate, lactose. irimp",,milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0001202312158,Spicy Szechuan Noodles,"White Cabbage, Brown Rice Noodles (8%) [Brown Rice Flour, Water], Pak Choi (8%), Red Onion, Edamame [Soya] (8%), Chestnut Mushroom (7%), Roasted _Peanuts_ (4%) [Peanuts, Rapeseed Oil, Salt], _Soya_ Mince [_Soya_ Flour, Colour: Caramel] (4%), Water, Tamari [_Soya_ Beans, Water, Salt, Alcohol], Tahini (4%) (_Sesame_), Spring Onion (4%), Garlic, Maple Syrup, Rice Wine Vinegar, Ginger, Red Pepper Flakes, Sunflower Oil, Porcini Mushroom Powder, _Sesame_ Oil (_Soya_), Chilli Flakes, Pepper, Szechuan Pepper (0.1%)",,peanut;soy;sesame,,DIRECT,YES,KEEP
0000802805391,,"je wil weten over onze Toast met rozemarijn We hebben alles op een rijtje gezet wat Dit Ingrediënten: TARWEbloem, zonnebloemolie, moutextract (GERST, maïs), zout, rozemarijn 2,3%, gist. Als je ergens niet tegen kan Allergenen: tarwe en gerst (gluten). Kan bevatten: soja, melk en sesam. Gemiddelde voedingswaarde per 100 g kJ 1787 kcal 425 Energie Vetten 11,9 g waarvan verzadigde vetzuren 1,3 g Koolhydraten 66,3 g waarvan suikers Vezels Eiwitten per 30 g kl 536 kcal 127 3,6 g 0,4 g 19,9 g 1,0 g 1,2 g 11,0 g 3,3 g 7% Zout 2,40 g 0,72 g 12% *RI= Referentie-inname van een gemiddelde volwassene (8.400 kl/2.000 kcal). Deze verpakking bevat 5 porties. Hoe zit het met de houdbaarheid? 3,2g 4,1g Ten minste houdbaar tot en met: zie achterzijde. Bewaaradvies: koel en droog bewaren. BI RESTAFVAL We zijn er voor je Consumentenservice: Jumbo Supermarkten B.V. Antwoordnummer 10072, 5460 VB Veghel Nederland, Jumbo.com To gool je de verpakking weg VERPAKKING RI 6% 5% 2% 8% 19% 150g e",,wheat_gluten,soy;milk;sesame,BOTH,YES,KEEP
0001472055734,,"Wasser, Weizenvollkornmehl, Weizeneiweiß, Sonnenblumenkerne, Leinsamen, Erbsenschrot, Hefe, Sesam, Weizenproteinkonzentrat, Ackerbohnenmehl, Gerstenmalz - mehl, Weizenspeisekleie, Natursauerteig (Wasser, Roggen - vollkornmehl, Roggenmehl, Weizenmehl), Säureregulator: Natriumacetate; Roggenmehl, Salz. Kann Spuren von Ei, Soja und Milch enthalten. Angebrochene Packung stets wieder mit Clip verschließen und möglichst bald verzehren. Ungeöffnet",,wheat_gluten;sesame,egg;soy;milk,BOTH,YES,KEEP
00021065,Sächsischer Christstollen,"WEIZENMEHL, Sultaninen, Margarine (Palmfett, Wasser, Rapsöl, Emulgatoren Mono - und Diglyceride von Speisefettsäuren und Sonnenblumenlecithine, Säuerungsmittel Citronensäure), Orangeat / Zitronat (Orangen - und Zitronenschalen, Glukose-Fruktosesirup, Zucker, Salz, Säuerungsmittel Citronensäure), Wasser, Zucker, Hefe, MANDELN, Backmittel (SÜSSMOLKENPULVER, MAGERMILCHPULVER, Palmfett, Glukosesirup, MILCHEIWEISS, Mehlbehandlungsmittel Ascorbinsäure), Rum, Salz, Aromen (enthält SOJA, MANDELN), Kokosfett, Dekor: Dekorzucker (Traubenzucker, WEIZENSTÄRKE, Palmfett, natürliches Aroma), BUTTERFETT mit Aroma Vanillin, Zucker, natürliches Vanillearoma. Kann Spuren von SESAM, ERDNÜSSEN, anderen SCHALENFRÜCHTEN und EIPRODUKTEN enthalten.",,milk;soy;wheat_gluten;tree_nut,sesame;peanut;egg,BOTH,YES,KEEP
0001509202181,Michigan bread company,"unbleached hard spring wheat flour, malted barley flour, niacin, reduced 70 iron, thiamin riboflavin, folic acid, water, 1% sesame seeds, sugar, salt, 0% soybean oil, hydrogenated soybean oil, hydrogenated cottonseed oil, yeast, enzymes, calcium propionate 0% (preservative). 1 slice (28 g) mononitrate, % dally value 5% 4% 0%",,wheat_gluten;sesame;soy,,DIRECT,YES,KEEP
0000200000020,,"Noix de pécan gril - lées* (100%). (*issu de l'agricul - ture biologique). Peut contenir des traces de fruits à coque, d'arachides et de graines de sésame. EN Ingredients: roasted pecan nuts* (100%). (*from organic farming). May contain traces of pea - nuts, other nuts and sesame seeds. À consommer avant le : voir couvercle/ To be consumed before : see the lid. FR Th",,tree_nut,peanut;sesame;tree_nut,BOTH,YES,KEEP
00001004,Concha,"Hartweizengrieß, Frischei (10 %) * &quot;Eler aus Bodenhaltung Kann Spuren von Soja enthalten. Oko DX Ungekocht Energie DURCHSCHNITTLICHE MAHRWERTE pro 100g Fett",,egg;wheat_gluten,soy,BOTH,YES,KEEP
0000112302754,pur soup' mouliné de 5 légumes verts,"Eau, pomme de terre, courgette, poireau, brocoli, haricot vert, oignon, céleri-rave, épinard, carotte, crème fraiche, amidon de maïs, sel. Contient 29% de légumes verts. Peut contenir des traces de blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000112302683,,"eau, potiron 21%, pomme de terre, oignon, jus de tomates à base de concentré, crème, champignons de Paris, amidon transformé de maïs beurre de cuisine, girolles 1,1%, sel, sucre, arômes (contient lait), persil; ail. Peut contenir des traces de céleri, blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
00002119,,"Chocolat au _lait_ 25% (sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, émulsifiant : lécithines (_soja_), arôme naturel de vanille), _œufs_ 19.5%, sucre, noix de coco râpée 13%, _beurre_ concentré, poudre _d'amande_, farine de _blé_ 7%, sirop de glucose-fructose, stabilisant : glycérol, sel, arôme naturel de coco, poudres à lever : carbonates de sodium - citrate de sodium (_blé_). Peut contenir des traces de _fruits à coque_.",,milk;egg;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00001404,,"Farine de blé 39%, chocolat noir 22% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, beurre concentré, huile de colza, lait écrémé en poudre, sel, poudres à lever: carbonates de sodium - citrates de sodium (blé), arôme naturel. : Peut contenir des traces d'œufs, de graines de sésame et de fruits à coque. S",,milk;soy;wheat_gluten,egg;sesame;tree_nut,BOTH,YES,KEEP
0000112301878,pot au feu de légumes aux aromates,"es laisirs % des R.&quot; par NGREDIENTS eau, légumes 27 % (carotte, navet, poireau, pomme de terre, chou vert, céleri, oignon), viande de boeuf cuite 2,2 %, amidon transformé de pomme de terre, sel, arômes (contient : lait, céleri, huile de colza, girofle en poudre, exhausteur de goût: glutamate de sodium, extraits naturels de thym, de laurier et de poivre. Peut contenir des traces de blé et oeuf 3% 3% 1% 3% 3% | | 7% 31% dulte",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000105748562,,"Tomatoes (46%), Pasta Shapes (45%, Water, Durum Wheat Semolina), Water, Sugar, Modified Cornflour, Salt, Acid-Citric Acid, Spice, Garlic Salt, Onion Extract, Spice Extract, Iron Sulphate, Vitamin D. May contain Egg.",,wheat_gluten,egg,BOTH,YES,KEEP
0000112307267,Mouliné de Légumes Verts,"Eau,pomme de terre³,courgette³ , poireau³, haricot vert³, oignon³, céleri-rave³, brocoli³, carotte³, épinard³, amidon de mais³, crème³, sel de mer,arôme naturel. Contient 24% de légumes verts. ³Issus de l'agriculture biologique. Peut contenir des traces de blé (gluten) et œuf.",,,wheat_gluten;egg,PRECAUTIONARY,YES,KEEP
0000200003080,walkers,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt & Vinegar Seasoning [Flavourings, Acids (Citric Acid, Malic Acid), Potassium Chloride, Salt, Dextrose, Sugar, Yeast Extract], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS ered",,,milk;wheat_gluten;soy,PRECAUTIONARY,YES,KEEP
0000112407510,velouté de cresson.,"Eau,pomme de terre 18%, cresson de jardin 4,8%,crème fraîche 2,2%, oignon,amidons transformé de maïs, petits pois, sel,arômes ( contient lait) extrait naturel de poivre. peut contenir des traces de céleri, blé ( gluten ) et œuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000112302688,,"eau, pomme de terre 15%, oignon 6,6%, lait écrémé reconstitué, amidon transformé de mais, poudre de fromage 1,5%, lardons fumés 1,2% (porc, eau, sel), huile de colza, sel, arômes (contient lait), extraits naturels d'épices. Peut contenir des traces de céleri, de blé (gluten) et d'oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000200008497,serving contains: Saturates Sugars Salt 0.6g 0.7g,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Tomato Ketchup Seasoning [Sugar, Flavourings, Potassium Chloride, Salt, Tomato Powder, Acid (Citric Acid), Colour (Paprika Extract)], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard. SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere. WALKERS, and the WALKERS logo are registered Trademarks 2025 The HEINZ trademarks are owned by H.J. Heinz Foods UK Limited and are used under license",,,milk;wheat_gluten;soy,PRECAUTIONARY,YES,KEEP
00001403,Sablés Coco Lait,"Farine de blé 27.5%, chocolat au lait 22% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, noix de coco râpée 10%, œufs de poules élevées en plein air 9%, beurre concentré, huile de colza, poudres à lever carbonates de sodium - citrates de sodium (blé), lait écrémé en poudre, malt d'orge, sel, émulsifiant : lécithines (soja), arôme naturel de coco. Peut contenir des traces de graines de sésame et de fruits а сoque.",,milk;egg;soy;wheat_gluten,sesame;tree_nut,BOTH,YES,KEEP
0000200008423,Thai sweet chilli sensations,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Thai Sweet Chilli Seasoning [Sugar, Soya Sauce Powder (contains Wheat), Fructose, Flavouring, Hydrolysed Vegetable Protein (contains Soya) Potassium Chloride, Salt, Dried Onion, Dried Red Chilli Flakes, Dried Garlic, Dried Parsley, Dried Tomato, Paprika Powder, Red Bell Pepper Powder Acidity Regulator (Citric Acid), Colour (Paprika Extract)], Firming Agent (Calcium Lactate Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice Contains: See highlighted ingredients May Contain: Milk, Gluten, Barley, Celery, Mustard Suitable for Vegetarians",,soy;wheat_gluten,milk,BOTH,YES,KEEP
0000112407493,velouté de potiron,"Eau, potiron 35%, oignon, pomme de terre, carotte, jus de tomates à base de concentré, crème fraiche 1,7%, amidon transformé de maïs, sel, beurre de cuisine, arômes (contient lait). Peut contenir des traces de céleri, blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000200003145,ked e use carefully ty ingredients never fried...,"Potato Flakes, Starch, Rapeseed Oil, Sugar, Emulsifi (Lecithins), Sea Salt Seasoning Sea Salt, Salt, Flavourings), Sunflower Oil, Colour (Annatto Norbixin) ALLERGY ADVICE MAY CONTAIN: MILK, MUSTARD, SOYA WHEAT AND OTHER CEREALS CONTAINING GLUTEN n for More",,,milk;soy;wheat_gluten,PRECAUTIONARY,YES,KEEP
00001422,Le Jambon de nos Régions,"Pea base (pea protein isolate 41%, lentil flour, potato starch, corn flour), sunflower oil, seasoning [onion powder, whey powder (milk), salt, sour cream powder (milk), cheese powder (cheese (milk), milk solids, emulsifier (disodium phosphate)), dextrose, yeast extract, natural flavouring, parsley herb flakes, acidity regulator (citric acid)], antioxidant (rosemary extract). May contain soybeans.",,milk,soy,BOTH,YES,KEEP
0000192495165,Dessert végétal à l'amande et au chocolat et à la noisette,"Lait d'amande* à la noisette* 79% (eau, amande* 3%, noisette* 3%), sucre de canne blond*, riz rond blanc de Camargue*, chocolat noir supérieur* 4% (pâte de cacao*, sucre de canne blanc*, beurre de cacao*, extrait de vanille*), poudre de cacao*, sel de Guérande, épaississant : farine de graines de caroube*. Peut contenir des traces de fruits à coque et de lait. Souligné : Commerce Équitable contrôlé Fair for Life : 54 % du total des ingrédients agricoles. *100% des ingrédients d'origine agricole sont biologiques.",,tree_nut,milk,BOTH,YES,KEEP
0001900014845,,"WHEAT flour, cherry tomatoes 31 5%, water, refined high cleic vegetable sunflower oil, extra virgin olive oil, yeast, salt, malt extract (BARLEY com). spices (rosemary, sage, laurel, fennel seeds, coriander seeds, oregano, pepper, parsley, garlic, marjoram in varying proportions), flavors. Contains GLUTEN. It may contain traces of MILK and milk products EGGS, NUTS, SOYA FISH SESAME seeds, MUSTARD.",,wheat_gluten,milk;egg;tree_nut;soy;sesame,BOTH,YES,KEEP
00001100,Cigarettes Fourrées Chocolat Noisettes,"Fourrage chocolat noisette 55% (chocolat en poudre 44.5%* (sucre, cacao en poudre), graisses de coprah et de palmiste, sucre,_noisette_7,5%';, _lait_écrémé en poudre, émulsifiant : lécithines (_soja_), arôme), farine de blé, sucre, fructose,_lait_écrémé en poudre, graisse de coprah, colorant: caramel ordinaire, émulsifiant: lécithines (_soja_), sel.  *exprimés sur le fourrage équivalent respectivement à 24,4% et 4,1% sur l'ensemble du produit.",,milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
0000103529964,impact protein whey,"whey protein concentrate (milk) (96%) (contains emulsifiers (soya lecithin, sunflower lecithin)), fat reduced cocoa powder, flavouring, sweetener (sucralose). allergen information: for allergens, see ingredients in bold. important information: store in a cool, dry place away from direct sunlight. this product is intended to be used alongside a varied and balanced diet and a healthy lifestyle. suitable for vegetarians. *naturally occurring bcaas fr: concentré de protéines de lactoserum en poudre prête à l'emploi. saveur chocolat onctueux. contient de l'edulcorant. conseils d'utilisation: mélanger 30g (environ 1 cuillère) de poudre à 250ml d'eau ou de lait et consommer 30 minutes avant et/ou après un entrainement. la poudre se tasse avec le temps. il est conseillé de la peser pour obtenir une dose précise. portion: 30g, portions par contenant: 33. valeurs nutritionnelles: pour 100g (par portion de 30g), valeur énergétique 1590kj/",,milk;soy,,DIRECT,YES,KEEP
0001757016092,Finest Milk Chocolate,"SUGAR, COCOA BUTTER, HAZELNUTS, WHOLE MILK POWDER, COCOA MASS RUM - RAISINS [RAISINS, RUM 60% VOL., RUM FLAVOR], LACTOSE, WHEY POWDER, HAZELNUT PASTE, EMULSIFIER: SOY LECITHIN, FLAVOR: VANILLE EXTRACT. COCOA SOLIDS: 31% MINIMUM IN CHOCOLATE.",,milk;soy;tree_nut,,DIRECT,YES,KEEP
00001240,Coop Croissant med Sjokolade 85g,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300)",,milk;egg;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00013826,Le jurassien,"Pain triangle aux CEREALES 37,7% : PATE (farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malté, levure désactivée)), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant : E471e, GLUTEN de BLE, graines de millet 0,3%, graines de SESAME 0,3%, colorant : E160iii, agent de traitement de la farine : E300. décor GRAINES 3% (millet 45%, SESAME 35%, pavot 20%) Garniture 62,3% : concombre 30,3%, radis rouge 24,2%, carottes râpées 12,1%, COMTE 12,1% ( LAIT de vache, sel, FERMENTS LACTIQUES, présure), FROMAGES aux 4 poivres 12,1% (FROMAGE frais, eau, CREME, sel 1,5%, poivres 0,3% : vert, blanc, noir, baies roses, poivrons, arômes de BLE, dextrose), salade de batavia 9,1% (% exprimés sur la garniture)",,milk;wheat_gluten;sesame,,DIRECT,YES,KEEP
0001000657163,Tortellini Ricotta Epinard,"pâtes: farine de blé tendre, œuf pasteurisé, semoule de blé dur, eau fourrage; fromage ricotta (lactosérum, lait, sel,  régulateur d'acidité: acide citrique, acide lactique), épinards, flocons de pomme de terre, fromage mozzarella (lait), huile de tournesol, fromage en poudre, fromage (lait), lactosérum en poudre (lait), sels émulsifiants: citrate monosodique, beurre (lait), lactose (lait), chapelure (farine de blé, sel, levure), farine de riz, fibre de blé, sel, noix de muscade.",,milk;egg;wheat_gluten,,DIRECT,YES,KEEP
0000221608851,Mr Kipling 6 chocolate and caramel Bakewell tarts,"Wheat Flour, Sugar, Vegetable Oils, Glucose Syrup, Caramel Sauce 9% (Glucose Syrup, Sweetened Condensed Milk (Milk, Sugar), Water, Humectant (Vegetable Glycerine), Unsalted Butter (Milk), Sugar, Dextrose, Fructose, Gelling Agent (Pectin), Salt, Acidity Regulator (Sodium Citrates), Flavouring), Water, Icing Sugar, Cacao Nibs 1%, Humectant (Vegetable Glycerine), Ground Rice, Whey Powder (Milk), Skimmed Milk Powder, Fat Reduced Cocoa Powder 0.6%, Dried Egg White, Barley Malt Extract, Salt, Dextrose, Emulsifiers (Sorbitan Monostearate, Polysorbate 60), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Preservatives (Potassium Sorbate, Sulphur Dioxide (Sulphites)), Flavouring (Sulphites). CONTAINS: WHEAT, GLUTEN, MILK, EGG, SULPHITES. MAY CONTAIN TREE NUTS. N N N M W B CO C 0 Be Fo Ca C AL ap Pr D&D W",,milk;egg;wheat_gluten,tree_nut,BOTH,YES,KEEP
0002114016000,Unseasoned Plain Bread Crumbs,"Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono-and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.",,egg;milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
00000570,Mix Energie Superfood,"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *",,tree_nut,,DIRECT,YES,KEEP
00002155,Madeleines Bijou,"Farine de_blé_, chocolat au_lait_18% (sucre, beurre de cacao, poudre de_lait_entier, pâte de cacao, émulsifiant : lécithines (_soja_), arômes), huile de colza, _œufs_ frais 14%, sucre, poudre de _noisette_6%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants : mono et diglycérides d'acides gras, sel,_lait_écrémé en poudre.",,egg;milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00018579,Aunt Maple's Crunchy Granola,"Organic rolled oats, flame raisins, organic coconut chips, organic maple syrup, sunflower oil, walnuts, roasted diced almonds, wheat germ, honey, crunchy almond butter (dry roasted almonds), hazelnuts, almonds, organic ground cinnamon, organic vanilla extract.",,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00001238,Spaghetti in Käse-Sahne-Sauce,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300).",,egg;milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000274,Protine,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin",,egg;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
00000680,Lomo ibérico de bellota,"enriched wheat flour (flour, malted alue barley flour, reduced iron, niacin, thiamin mononitrate owvitamin b1), riboflavin (vitamin b2), folic acidj, water, in whole wheat flour, sugar, yeast, wheat gluten, cellulose fiber, calcium sulfate, salt, soybean oil, preservatives (calcium propionate, sorbic acid), soy flour, monoglycerides, datem, citric acid, soy lecithin, vitamin d3, potassium iodate, grain vine - gar, monocalcium phosphate. contains wheat, soy. r17-212-202308 79423",,soy;wheat_gluten,,DIRECT,YES,KEEP
