product_code,product_name,ingredient_text,svm_predicted,p_haf_confirmed,p_haf_potential,common_labels,svm_only,kg_only,svm_potential_overlap,agreement,disagreement_type,direct_matches,precautionary_matches,special_threshold_matches
7506443101968,,"Leche parcialmente descremada pasteurizada, m&M's minis® chocolates con leche confitados 10,7%: [Chocolate con leche 75% (azúcares añadidos (azúcar), pasta de cacao, leche en polvo, manteca de cacao, sólidos de la leche, grasa butírica, lecitina de soya, sal, saborizantes artificiales y naturales); Confitado 25% (azúcares añadidos (azúcar y jarabe de maíz), azul 1, amarillo 6, amarillo 5 (tartrazina), dióxido de titanio, almidón de maíz, dextrina y cera de carnauba)], concentrado sabor vainilla 7,1% (azúcares añadidos (azúcar), almidón modificado, sabor vainilla, goma xantana, sorbato de potasio, ácido cítrico y citrato de sodio), azúcares añadidos (azúcar y sólidos de jarabe de maíz), almidón modificado, grenetina y cultivos lácticos. *Contiene: Leche, soya y tartrazina. Puede contener: Cacahuete, almendra, nueces (pecana, de castilla, de la India), pistache, gluten y fresa.",wheat_gluten,peanut;tree_nut;wheat_gluten,,wheat_gluten,,peanut;tree_nut,,disagreement,kg_only_prediction,cacahuete -> peanut;gluten -> wheat_gluten;pistache -> tree_nut,,
0074198609697,,"Duck, duck meal, chicken meal, grain sorghum, millet, dried yeast, cracked pearled barley, chicken fat (preserved with mixed tocopherols), egg product, natural flavor, roasted quail, roasted duck, smoke-flavored turkey, quinoa, chia seed, dried tomato pomace, salmon oil (a source of DHA), salt, potassium chloride, DL-Methionine, choline chloride, taurine, dried chicory root, tomatoes, blueberries, raspberries, yucca schidigera extract, L-Carnitine, dried Lactobacillus plantarum fermentation product, dried Bacillus subtilis fermentation product, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Bifidobacterium animalis fermentation product, vitamin E supplement, iron proteinate, zinc proteinate, copper proteinate, ferrous sulfate, zinc sulfate, manganese sulfate, copper sulfate, potassium iodide, thiamine mononitrate, manganese proteinate. Vitamin A supplement, biotin, niacin, calcium pantothenate, sodium selenite, pyridoxine hydrochloride, vitamin B12 supplement, riboflavin, vitamin D3 supplement, folic acid. Contains a source of live (viable), naturally occurring microorganisms. The facility in which this food is made also makes food that may contain other ingredients.",fish,egg;fish;wheat_gluten,,fish,,egg;wheat_gluten,,disagreement,kg_only_prediction,barley -> wheat_gluten;egg -> egg;salmon -> fish,,
3270160892112,30 Canapés Traiteur,"Farine de _blé_ [farine de _blé_ (_gluten_), _gluten de blé_], eau, rillettes de canard 6 % (viande de canard, graisse de canard, viande et gras de porc, eau, sel, poivre), _fromage_ blanc (contient _lait_) 5,9 %, préparation à base de brie [_brie_ (contient _lait_) 2,4%, eau, beurre (lait), lait en poudre, fécule de manioc, sel], lait demi-écrémé, compotée de mangue [cube de mangue 3,8 %, sirop de glucose fructose de blé, sucre, eau, caramel aromatique, beurre (_lait_), jus de citron], saumon fumé [_saumon_ (_poisson_) 3,6 %, sel], _œuf_ entier liquide pasteurisé, mini-involtini _fromage_ et speck 3,2% [_fromage_ de vache (contient lait), speck (viande de porc, sel, épices, plantes aromatiques, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium, sel)], bloc de foie gras de canard au poivre de Séchuan 3% (foie gras de canard, eau, Armagnac, sel, poivre de Séchuan 0,12%, poivre, conservateur : nitrite de sodium, antioxydant : ascorbate de sodium), figue noire mi - séchée (figue 3 %, antioxydant : acide ascorbique), pêche mi - séchée (pêche, sucre, acidifiant : acide citrique, conservateur : sorbate de potassium, antioxydant : _disulfite_ de sodium), préparation à base de courgette (courgette grillée 2,1 %, huile de colza, jus de citron à base de concentré, sel, ail, basilic), _fromage_ frais 2,4 % (contient _lait_), sucre, poivron rouge cuisiné (poivron rouge 1,4 %, eau, sucre, vinaigre, sel, antioxydant : acide ascorbique, raffermissant : chlorure de calcium, huile de colza, origan), _beurre_ (_lait_), chair de _crabe_ précuite (_crustacé_) 1,7 %, miel, huile de colza, _écrevisse_ de Louisiane cuite décortiquée (_écrevisse_ (_crustacé_) 1,2%, sel], amidon transformé de pomme de terre, _œuf_ entier concentré pasteurisé salé (_œuf_, sel), préparation à base de farines à la tomate [farine de _blé_ (_gluten_), graine de lin jaune, _gluten_ vital de _blé_, graine de millet, tomate en poudre 0,07%, ciboulette, basilic], préparation à base de farine [farine complète de _blé_ (_gluten_), _gluten de blé_, sel, agent de traitement de la farine : acide ascorbique), _crème_ liquide [(crème (lait), stabilisant : carraghénanes], _noisette_ 0,6 %, préparation au basilic [basilic 0,2%, huile de tournesol, _fromage_ à pâte dure (contient _lait_ et _œuf_), eau, huile d'olive, sel, amidon transformé de maïs, ail, jus de citron concentré], figue (figue 0,5%, farine de riz), _œuf de truite_ [_œuf de truite_ (_poisson_) 0,5%, sel], purée de tomate, colorant : rouge de betterave, concombre 0,4%, huile de tournesol, crème fraîche (contient _lait_), œuf entier en poudre, farine de sarrasin, sirop de sucre inverti, levure de boulangerie, sel, pistache en poudre, blanc d’_œuf_ en poudre, jus de citron vert, coriandre, jus de citron, ciboulette, _lait_ écrémé en poudre, zeste de citron semi confit (sirop de glucose-fructose de blé, zeste de citron, sucre, correcteur d'acidité : acide citrique, antioxydant : acide ascorbique), basilic 0,13 %, aneth, échalote, persil, améliorant de panification [farine de _blé_ malté toasté (_gluten_), sucre caramélisé en poudre (sirop de glucose de blé et/ou maïs et sucre caramélisé), poudre de cacao dégraissé, farine de blé (_gluten_)], graine de pavot, protéine de _lait_, farine de _blé_ (_gluten_), cognac (cognac, préparation aromatisante naturelle), poudre à lever (diphosphate disodique, carbonate de sodium), cannelle 0,02 %, ail, épices 0,01 % (gingembre, muscade, girofle, poivre), farine de _blé_ malté (_gluten_), épaississants (gomme xantane, gomme guar), colorant : curcumine.",egg;fish;milk;tree_nut;wheat_gluten,crustaceans;egg;fish;milk;tree_nut;wheat_gluten,,egg;fish;milk;tree_nut;wheat_gluten,,crustaceans,,disagreement,kg_only_prediction,beurre -> milk;ble -> wheat_gluten;crabe -> crustaceans;creme -> milk;farine de ble -> wheat_gluten;fromage -> milk;gluten -> wheat_gluten;lait -> milk;lait ecreme -> milk;noisette -> tree_nut;oeuf -> egg;pistache -> tree_nut;saumon -> fish,,
3256228437259,Tartines croustillantes sésame 250g,"Farine complète de seigle 103 g*, graines de sésame 9 g*, sel. Traces éventuelles de lait. *Pour 100 g de produit finis.",sesame,sesame;wheat_gluten,milk,sesame,,wheat_gluten,,disagreement,kg_only_prediction,graines de sesame -> sesame;seigle -> wheat_gluten;sesame -> sesame,lait -> milk,
5053994183940,,"Wheat flour, sunflower oil (antioxidant (tocopherol-rich extract)), starch, dehydrated potatoes, cheese and smokey bacon flavour-seasoning (whey powder (milk) salt, cheese powder (milk) (0.5%), yeast powder, modified starch, flavourings, maltodextrin, yeast extract, onion powder, smoked dextrose, hydrolysed vegetable protein, sugar, garlic powder, acids {citric acid, lactic acid) sunflower oil, colour (paprika extract}), cheese (milk) (4.2%), oat fibre, sugar salt, raising agents (ammonium carbonates), acids (citric acid, lactic acid emulsifiers (lecithins), colours (curcumin, annatto norbixin, paprika extract May contain gluten from other cereals, mustard, sey (DE) DÜNNE, KNUSPRIG GEBACKENE SNACKS MIT KASE UN KÄSE-GERÄUCHERTEM SPECK-GESCHMACK. ZUTATEN: Weizenme Sonnenblumenöl (Antioxidationsmittel (stark tocopherolhaltige Extrakt Stärke, Kartoffelpüreepulver, Würzmischung mit Käse - und geräucher Speck-Geschmack (Süßmolkenpulver (Milch}, Speisesalz, Käsep {Milch) (0.5%), Hefepulver, modifizierte Stärke, Aromen, Maltode Hefeextrakt, Zwiebelpulver, geräucherte Dextrose, hydrolys Pflanzeneiweiß, Zucker, Knoblauchpulver, Säuerungsmittel (Citronens Milchsäure}, Sonnenblumenöl, Farbstoff (Paprikaextrakt)), Käse (4.2%), Haferfaser, Zucker, Salz, Backtriebmittel Ammoniumcar Säuerungsmittel (Citronensäure, Milchsäure), Eulgatoren (Le Farbstoffe (Kurkumin, Annatto Norbixin, Paprika xtrakt). Kann en Gluten anderer Getreidesorten, Senf, Soja. (FR) FINS ET CROUSTILLANTS BISCUITS APERITIFS CUITS AU FO DU FROMAGE ET ASSAISONNEMENT AU GOUT DE FROMAGE E FUME. INGREDIENTS: Farine de blé, huile de tournesol (atory riche en tocopherols)), amidon, pommes de terre assaisonnement au goût fromage et bacon fumé (lactoseme sel, fromage en poudre (lait) (0.5%), levure en poud aromes, maltodextrine",milk;mustard;wheat_gluten,milk;mustard;soy;wheat_gluten,,milk;mustard;wheat_gluten,,soy,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;fromage -> milk;gluten -> wheat_gluten;lait -> milk;milch -> milk;senf -> mustard;soja -> soy,gluten -> wheat_gluten;milk -> milk;mustard -> mustard;oat -> wheat_gluten;wheat -> wheat_gluten;wheat flour -> wheat_gluten;whey -> milk,
4068134121387,Haselnuss Waffel,"Palmöl, Kollagenhydrolysat, Wei - zenmehl, 12 % Maltit-Milchschokolade [Süßungsmittel (Maltit), Kakaobutter, Vollmilchpulver, Kakaomasse, natürliches Vanil - learoma, Emulgator (Sojalecithine)], 5,2% Haselnussmus, Weizenprotein, 3,1% Haselnüsse, Molkeneiweiß, fettarmes Kakaopulver, Oligofruktose, Emulgator (Lecithine), Kokosnussol, Eigelb, Farbstoff (Zuckerkulör), Speisesalz, Aroma, Süßungsmittel (Sucralose), natürliches Vanillearoma, Mehlbehandlungsmittel (Ascorbinsäure). Kakao: 35 % mindes - tens in der Maltit-Milchschokolade. Inverkehr - bringer: Bitte Lasche anheben. 5170 20:19",egg;wheat_gluten,egg;tree_nut;wheat_gluten,,egg;wheat_gluten,,tree_nut,,disagreement,kg_only_prediction,eigelb -> egg;haselnusse -> tree_nut;weizenprotein -> wheat_gluten,,
3770010956457,Cookie bio aux chanvres et aux noix,"Farine de blé, sucre de canne équitable&quot;, huile de coco, noix* 8,80%, farine de chanvre* 8,80%, - pépites de chocolat noir (à 60%) équitable* (cacao*, sucre de canne*, beurre de cacao* et extrait de vanille&quot;) 8,80%, flocons d'avoine*, farine de lupin*, poudre à lever*, sel, lécithine de tournesol*. *Ingrédients issus de l'agriculture biologique. Peut contenir des traces de fruits à coque, soja, lait et oeuf.",lupin;milk;wheat_gluten,lupin;milk;tree_nut;wheat_gluten,egg;soy,lupin;milk;wheat_gluten,,tree_nut,,disagreement,kg_only_prediction,avoine -> wheat_gluten;beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;farine de lupin -> lupin;lupin -> lupin;noix -> tree_nut,fruits a coque -> tree_nut;lait -> milk;oeuf -> egg;soja -> soy,
8850389116012,Blackcurrant flavored drink with nata de coco,"Eau, Nata De Coco (cubes de noix coco) 25%, Fructose, Saccharose, Acidifants (Acide Citrique, Lactate de Calcium), Arôme de Cassis, Conservateur E211, Gélifant : Gomme de Gellane, Colorants: E133-0,00045%",,tree_nut,,,,tree_nut,,disagreement,kg_only_prediction,noix -> tree_nut,,
7613356570115,Kokos-Makrönli,"Sucre, flocon de noix de canne brut, blanc d'oeuf, sucre de canne brut, cacao en pâte, beurre de cacao, sirop de glucose, gousses de vanille moulues.",egg;milk,egg;milk;tree_nut,,egg;milk,,tree_nut,,disagreement,kg_only_prediction,beurre -> milk;noix -> tree_nut;oeuf -> egg,,
3579260221755,Haricots lingots aux saucisses de Toulouse,"Ilaricots lingots 380,6, cau, saucisses de (sialide de porc, sel, poivre, boyau naturel de porc), bouillon aromatisé volaille naturel, carottes, ail, persil, concentré de tomates, thym, céleri, sel, épices. Traces cicntuclles de lait, œuf, gluten et soja.",celery;milk;soy;wheat_gluten,celery;egg;milk;soy;wheat_gluten,,celery;milk;soy;wheat_gluten,,egg,,disagreement,kg_only_prediction,celeri -> celery;gluten -> wheat_gluten;lait -> milk;oeuf -> egg;soja -> soy,,
4045357058614,Lachs und Merretich,"wärmebehandelt, 62% Fett i.Tr./F.T. Bei +2°C bis +8°C mindestens SO Zutąten: FRISCHKÄSE, CRÈME FRAICHE, BUTTER, 6% Meerrettich (A:Kren) (enthält SULFITE), Wasser, 3% LACHS,Rapsöl, Speisesalz, Stärke, Gewürze, Säuerungsmittel (Milchsäure), Stickstoff zum Aufschlagen. BR O PF 1627, 65006 Wiesbaden info@bresso.de PF 45, 1104 Wien infoébressa.at 150 ge Frischkäsezubereitung FEIN IEONDERS mit &HAR Nach dem Öffnen alsbald verzehren. Me halth Peden lon HOSINONIS",milk,fish;milk,,milk,,fish,,disagreement,kg_only_prediction,butter -> milk;creme -> milk;lachs -> fish,,sulfite -> sulphites
9010158009412,Linzer Schnitte 3er,"hergestellt in Osterreich mit Eiern aus Bodenhaltung Pmitte: Citronensauree phanzliche Ole (Rapspte weise gehänet. Sonmenclangenc3, Kokosfatc Zucker, HASELNUSSE (7 H Kartoffelstärke, Glukeserup, Gewürze, Speisesalz, Arha, Raprervie - rungsstoff: Sorbinsäur Milch und anderen Scafrüchten enthalten Vor Warme geschütz lan servierongsstof Kaliumoat)WELZENKEHL HKEREIEIGELB 2.7%). HUHNERWOLEL 1.5%) LINZERSCHNITTE erungsmittel Otronensäure. Kane Spren von feinesurbgebãck mit 35% roter Ribiselfruchtfüllung Fibisalfchtfullung (35% te Ribisel (40%2ucker, Feucht",tree_nut,milk;tree_nut,,tree_nut,,milk,,disagreement,kg_only_prediction,haselnusse -> tree_nut;milch -> milk,,
5000159541435,Barres Glacées,"Lait écrémé (17%), sucre, sirop de glucose, crème légère (lait)/ crème (lait), eau, lait écrémé concentré sucré, matière grasse de noix de coco, beurre de cacao, pâte de cacao, matière grasse de palme, lait écrémé en poudre, extrait de malt d'orge, matière grasse du lait, lactose, perméat de lactosérum (lait), cacao maigre, émulsifiants (lécithine de soja E471), stabilisants (E407, E410, E412), sel, extrait de vanille, arôme naturel (lait). (Peut contenir: amandes, noisettes, cacahuètes).",milk;peanut;soy,milk;soy;wheat_gluten,peanut,milk;soy,peanut,wheat_gluten,peanut,disagreement,both_sides_different,beurre -> milk;creme -> milk;lactose -> milk;lactoserum -> milk;lait -> milk;lait ecreme -> milk;lecithine de soja -> soy;malt d orge -> wheat_gluten;orge -> wheat_gluten;soja -> soy,cacahuetes -> peanut,
3596710544578,Couscous merguez poulet 1kg,"Eau, haut de cuisse de poulet 17,6% (origine France), semoule de BLÉ dur 11,3%, merguez cuite 8,8% [viande bovine 5,98% (origine France), viande de mouton 1,18% (origine France), eau, gras de bovin, gras d'ovin, sel, cumin, fenouil, piment fort, ail, curcuma, arômes naturels dont extrait de paprika], carotte 6,9%, navet 4,6%, CÉLERI 3,7%, courgette 3,7%, poivron 2,3%, oignon 2,1%, pois chiche 1,8%, double concentrée de tomate, huile de colza, raisins secs 0,8%, amidon transformé de maïs, sel, fécule de pomme de terre, arômes naturels, huile d'olive vierge extra, ail, épices, piment rouge, coriandre, carvi, sucre, cumin, paprika, curcuma, piment doux. Trace éventuelles de lait.",celery;wheat_gluten,celery;milk;wheat_gluten,,celery;wheat_gluten,,milk,,disagreement,kg_only_prediction,ble -> wheat_gluten;celeri -> celery;lait -> milk;semoule de ble -> wheat_gluten;semoule de ble dur -> wheat_gluten,,
4061463214911,Bio-Dinkel-Steinofenpizza - Grillgemüse,"Dinkelmehl² (Weizen) 36 %, passierte Tomaten² 20 %, Trinkwasser, Mozzarella² (pasteurisiert) 11 %, Grillgemüse² 7% (Paprika², Zucchini?, Aubergine²), Paprika² 4,6%, natives Olivenöl extra², Meersalz, Knoblauch2, Hefe², Oregano². 1Zutaten enthalten von Natur aus Zucker 2 aus kontrolliert ökologischer Erzeugung Kann Spuren von Sesam, Schalenfrüchten (Cashewkerne, Walnüsse) und Fisch enthalten. Zubereitung: Ofen vorheizen. 20 Minuten oder länger bei Raumtemperatur auftauen und anschließend im Umluftofen bei 230 °C für 6-8 Minuten backen oder im Elektroofen bei 250°C für 4-6 Minuten backen. Bei Nur Nur Natur setzen wir auf Geschmack und Natürlichkeit. Unsere Steinofenpizza wird nach Art len Rezeptur mit nativem Olivenöl extra und dem besonders cremigen Fior di Latte",,wheat_gluten,sesame;tree_nut,,,wheat_gluten,,disagreement,kg_only_prediction,weizen -> wheat_gluten,sesam -> sesame;walnusse -> tree_nut,
3428420021158,Passion Entremet Glacé Mangue Passion,"Purée de mangue des Indes 20,9%, eau, sucre, LAIT entier pasteurisé de la ferme, spécialité fromagère 6,3% (CRÈME 3,5%, eau, poudre de LAIT écrémé, BABEURRE en poudre, amidog modifié de maïs, ferments, sel), CRÈME pasteurisée de Bretagne, sirop de glucose déshydraté, nappage (sucre, sirop de glucose-fructose, eau gelifiant: pectines, acionant: acide citrique), sirop de sucre inverti cristallisé, BEURRE, jus de fruit de la passion concentré 2,4%, stabilisants: gomme xanthane - s hydrolysées, EUF entier pasteurisé*, farine de BLÉ, LAIT écrémé en poudre, sirop de glucose, LAIT demi-écrémé stérilisé, yaourt (LAIT gomme guar, proteines de creme LAIT concentré écrée, ferments LACTIQUES), sucre glace (sucre, antiagglomérant: amidon de maïs), semoule de zeste de citron 0,6%, LACTOSE et protéines de LAIT plaquette décor (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, arôme naturel de vanille, colorants: curcumine - riboflavines), éfiant: mono-et diglycérides d'acides gras, stabilisants: farine de graines de caroube - gomme guar, amidon de BLÉ, poudres à lever: diphosphates-carbonates sel, acidifiant: acide citrique, concentré végétal (concentré de carthame et citron), gluten de BLÉ. de poules élevées en plein air. tuelles de SOJA et FRUITS À COQUE. Les informations en majuscules sont destinées aux personnes intolérantes ou allergiques. made with whole fruit mango and NL IJsdessert dat bestaat uit mango en passievrucht basis van een kaasspecialiteit",egg;milk;tree_nut;wheat_gluten,milk;soy;tree_nut;wheat_gluten,,milk;tree_nut;wheat_gluten,egg,soy,,disagreement,both_sides_different,beurre -> milk;ble -> wheat_gluten;creme -> milk;farine de ble -> wheat_gluten;fruits a coque -> tree_nut;gluten -> wheat_gluten;lactose -> milk;lait -> milk;lait ecreme -> milk;lait entier -> milk;poudre de lait -> milk;proteines de lait -> milk;soja -> soy,,
0029700001995,Premium red potatoes,"Idaho red potato slices (preserved with sodium bisulfite), cheese sauce mix [modified corn starch, maltodextrin, salt, idaho potatoes [mono and diglycerides, sodium acid pyrophosphate, (protect freshness), sodium bisulfite (protect freshness), citric acid (protect freshness) and mixed tocopherols (protect freshness)], onion, garlic, dextrose, disodium phosphate, natural and artificial flavors, cheddar cheese (cultured pasteurized milk, salt, enzymes), whey, nonfat dry milk, lactic acid, spices, extractives of annatto and paprika, milk protein concentrate, disodium inosinate, disodium guanylate], parmesan cheese topping [(parmesan cheese (pasteurized milk, cheese cultures, salt, enzymes), idaho potatoes, (potatoes, salt, vegetable oil [contains one or more of the following: soybean, cottonseed, sunflower, canola], nonfat dry milk, monoglycerides, calcium stearoyl lactylate, spice, artificial color, natural and artificial flavors, sodium acid pyrophosphate, [preserve freshness], sodium bisulfite [preserve freshness], citric acid [preserve freshness] and mixed tocopherols [preserve freshness], palm oil, disodium phosphate)].",milk,milk;soy,,milk,,soy,,disagreement,kg_only_prediction,milk -> milk;milk protein -> milk;soybean -> soy;whey -> milk,,
5054781527367,Tropical Granola,"Oat Flakes (65%), Sugar, Dried Sweetened Banana Chips (6%) [Bananas, Coconut Oil, Sugar, Flavouring], Coconut (5%), Rapeseed Oil, Dried Sweetened Diced Papaya (2%) [Papaya, Sugar, Preservative (Sulphur Dioxide)], Dried Sweetened Diced Pineapple (2%) [Pineapple, Sugar, Acidity Regulator (Citric Acid), Preservative (Sulphur Dioxide)], Honey (1%), Almonds (Nut), Sunflower Seeds, Flavouring. Allergy Advice! for allergens, including cereals",tree_nut,tree_nut;wheat_gluten,,tree_nut,,wheat_gluten,,disagreement,kg_only_prediction,almonds -> tree_nut;oat -> wheat_gluten,,
8690504024378,,"Wetzenmehl, Sesamsamen (24%), Palmfett, Speisesalz, Backtriebmittel (Ammoniumcarbonate, Dinatriumdiphosphat). Säureregulator (Natriumhydroxid), Vollmilchpulver, Emulgator (Sojalecithine). Kann Spuren von Ei und Haselnuss enthalten. Enthält kein Schweinefett oder dessen Derivate OK Hvedepinde Med Sesamtra, Ingredienser: Hvedemel, sesamfrø (24%), vegetabilsk fedt (palme), salt, hævemidler (ammoniumcarbonater, dinatrium diphosphat) surhedsregulerende middel (natriumhydroxid), sødmælkspulver, emulgator (sojalecitin) Kan indeholde spor af æg og hasselnød. Indeholder ikke svineledt og dets derivater ED Wheat sticks with sesame seeds, Ingredients: Wheat flour, sesame seeds (34% vegetable fal (palm), salt, raising agents (ammonium hydrogen carbonate disodium and es diphosphate), actity regulator (modum vtra May contains soja Pout ouren des traces Soepstengels met sesam zout, nismiddelen (ammor te) un 160",sesame;wheat_gluten,sesame;soy;wheat_gluten,egg;tree_nut,sesame;wheat_gluten,,soy,,disagreement,kg_only_prediction,sesam -> sesame;sesame -> sesame;sesame seeds -> sesame;sesamsamen -> sesame;soja -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,ei -> egg;haselnuss -> tree_nut,
3700073111456,Crackers Bio,"[FR] Ingrédients Farine de blé*. eau, graines de sésame 19,2%, farine de seigle complète 13%, farine de blé complet 10%, miel*, sel de mer 1,3%. Produits issus de l'agriculture biologique.  Peut contenir des traces de lait,  amande, noisette.",wheat_gluten,sesame;wheat_gluten,milk;tree_nut,wheat_gluten,,sesame,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;farine de ble complet -> wheat_gluten;graines de sesame -> sesame;seigle -> wheat_gluten;sesame -> sesame,amande -> tree_nut;lait -> milk;noisette -> tree_nut,
3250390898627,Baconburger 840g,"Préparation de viande bovine cuite avec protéines végétales 35%** : (viande de bœuf 28%** (origine : France), protéines de soja réhydratées 6,16%** , arôme naturel), farine de blé, eau, fromage fondu*** 9,3%** ( Fromages***, eau, beurre***, amidons modifiés, protéines de lait, lait écrémé en poudre, sel émulsifiant: citrate de sodium; ; sel, colorant : bêta-carotène), bacon fumé 7,1%** (viande de porc (origine : France), sel, dextrose, bouillon (blette, acérola, carotte), arôme naturel, ferments), sucre, purée de tomate double concentré, huile de colza, levure, graines de sésame 0,8%**, sel, amidon, vinaigre d'alcool, gluten de blé, farine de fève, jus d'acérola en poudre, caramel, poivre, arôme de fumée ***dont lait**% exprimé sur le produit finiPeut contenir : moutarde et oeufs",egg;milk;sesame;soy;wheat_gluten,egg;milk;mustard;sesame;soy;wheat_gluten,,egg;milk;sesame;soy;wheat_gluten,,mustard,,disagreement,kg_only_prediction,beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;fromage -> milk;fromages -> milk;gluten -> wheat_gluten;graines de sesame -> sesame;lait -> milk;lait ecreme -> milk;moutarde -> mustard;oeufs -> egg;proteines de lait -> milk;sesame -> sesame;soja -> soy,,
5941817000133,,"Apă, ulei vegetal de floarea soarelui, proteinave (Soia), amidon (conţine gluten), sare, fulgi rehidratati de arden şiverde (3 locul de origine: din afara UE), stabilizatori (poli agenti de ingrosare (caragenan, guma xantan), legume deshi 7g (tomate, ceapă, usturoi), condimente, arome (continen zaharuri (dextroză, glucoză), potenţiatori de aromă (monoglutam sodiu, 5 - ribonucleotide disodice), antioxidant (ascorbat de s agent de reglare a acidității (acid citric), aromă de fum, Anu se congela. Temperatura de depozitare +2...+8°C. Epid (extract de paprika, caramel E150C). Poate contine urme de mu eticheta suplimentară. Nr. lot: vezi eticheta suplimentar. Ca neta: vezi eticheta suplimentară. Produs în România de SC Str. Biruinței nr 46, Alba-Iulia, jud. Alba. Tel: 0258-811-96 NO GRAS! CARE UR 0258-811-956, www.mezeluri.ro 176 41 ALU ALTELE ROMANIA 77 EC 5 941817 000133 PASTA VEGETALA CU AR Produs fiert. Membranǎ artificială necomestibila Ingrediente: apă, ulei vegetal de floarea soarelui, prote (sola), amidon (conţine gluten), sare, fulgi rehidrata de verde (8%, locul de origine: din afara UE), stabilizato de ingrosare (caragenan, guma xantan), le Condigente",wheat_gluten,egg;wheat_gluten,,wheat_gluten,,egg,,disagreement,kg_only_prediction,ei -> egg;gluten -> wheat_gluten,,
3700311810486,Chocolat de ménage au lait et aux noisettes brisées.,"Sucre - lactosérum en poudre - poudre de lait écrémé - pâte de cacao* - beurre de cacao* - noisettes brisées 7.5% - beurre concentré - émulsifiants: lécithines de tournesol, E476 - arôme.   Cacao: 24% minimum dans le chocolat de ménage au lait seul.  Traces d'autres fruits à coque et de gluten.   *Certifié Rainforest Alliance. Pour en savoir plus : www.ra.org",milk;tree_nut,milk;tree_nut;wheat_gluten,,milk;tree_nut,,wheat_gluten,,disagreement,kg_only_prediction,beurre -> milk;fruits a coque -> tree_nut;gluten -> wheat_gluten;lactoserum -> milk;lait -> milk;lait ecreme -> milk;poudre de lait -> milk,,
3276320007082,Barre Patissiere,"Farine de blé, sucre, œufs frais, huile de colza, eau, stabilisant : sorbitol, lactosérum, sel, arôme, conservateur : sorbate de potassium.",egg;wheat_gluten,egg;milk;wheat_gluten,,egg;wheat_gluten,,milk,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;lactoserum -> milk;oeufs -> egg,,
7300156591654,Broccolisoppa,"Grönsaksbuljong (vatten, gul lök, purjolök, morot, palsternacka, muskot, bockhornsklöver, peppar), broccoli 22%, blomkål 19%, kokosmjölk 8% (kokosextrakt, vatten), potatis, gul lök 4%, spenat, salt, rapsolja, pepparrotspuré (pepparrot, citronjuice, vatten, solrosolja, glukos-fruktossirap, vinäger, konsistensmedel (E 410), salt)), citronjuice (från koncentrat). Kan innehålla spår av: ägg, mjölk, vete, soja, senap, mandel och selleri.",soy,soy;tree_nut,,soy,,tree_nut,,disagreement,kg_only_prediction,mandel -> tree_nut;soja -> soy,,
3481010090330,Duo Exotique,"Fraises (Thailande, Chine), sucre, correcteur d'acidité: E330, arome de fraises, conservateur : E223 (SULFITES), colorants naturels jus de carotte noire. Mangues (Thaïlande), sucre de canne, correcteur d'acidité E330, conservateur: E223 (SULFITES). Traces possibles d'arachides, fruits à coque, gluten, lait, sésames, soja, sulfites.",peanut;soy,milk;peanut;soy;tree_nut;wheat_gluten,,peanut;soy,,milk;tree_nut;wheat_gluten,,disagreement,kg_only_prediction,arachides -> peanut;fruits a coque -> tree_nut;gluten -> wheat_gluten;lait -> milk;soja -> soy,,sulfites -> sulphites
8859239997115,,"ข้าว (Rice) 30%, น้ำมันพืช (Vegetable Oil) 21%, แป้งข้าวโพด (Corn flour) 12%, แป้งสาลี (Wheat Flour) 12%, แป้งสาลี (Wheat Starch) 10%, นมผง (Milk powder) 7%, น้ำตาล (Sugar) 5%, ผงปรุงรสไข่ปู (Crab Eggs and Cheese Powder) 2.4%, เกลือ (Salt) 0.6%, วัตถุเจือปนอาหาร INS 551 INS 100(II) INS 951 INS 170(I), แต่งกลิ่นสังเคราะห์, วัตถุปรุงแต่งรสอาหาร โมโนโซเดียมแอล-กลูตาเมต, ไดโซเดียม 5'- ไรโบนิวคลีโอไทด์, สารสกัดจากยีสต์, แออ๊ะอะลาบิน, ข้อมูลสำหรับผู้แพ้อาหาร: มีกลูเตนจากข้าวสาลี ผลิตภัณฑ์จากถั่วเหลือง กุ้ง สัตว์น้ำที่มีเปลือกแข็ง และผลิตภัณฑ์จากนม",egg;milk;wheat_gluten,crustaceans;egg;milk;wheat_gluten,,egg;milk;wheat_gluten,,crustaceans,,disagreement,kg_only_prediction,crab -> crustaceans;eggs -> egg;milk -> milk;milk powder -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten;wheat starch -> wheat_gluten,,
