product_code,product_name,ingredient_text,svm_predicted,p_haf_confirmed,p_haf_potential,common_labels,svm_only,kg_only,svm_potential_overlap,agreement,disagreement_type,direct_matches,precautionary_matches,special_threshold_matches
0041483001771,Flavored drink,"Water, high fructose corn syrup, grape flavor [water, malic acid, natural and artificial flavors, concentrated grape juice, artificial color (red #40 and blue #1)], potassium sorbate (preservative).",,,,,,,,exact_agreement,,,,
0071406003049,Sour cream,"Cultured cream, milk, nonfat milk, enzyme.",milk,milk,,milk,,,,exact_agreement,,cream -> milk;milk -> milk,,
3435070064282,Charles VII craquant Chocolat au lait,"farine de blé, chocolat au lait 17 % (sucre, beurre de cacao, poudre de lait entier, pâte de cacao, émulsifiant : lécithine de soja, arôme naturel de vanille), sucre, beurre concentré, oeufs, dextrose, sel, poudres à lever (carbonate acide d'ammonium, carbonate acide de sodium, diphosphate disodique), arôme. Peut contenir des traces de fruits à coques.",egg;milk;soy;wheat_gluten,egg;milk;soy;wheat_gluten,,egg;milk;soy;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;lait -> milk;lait entier -> milk;lecithine de soja -> soy;oeufs -> egg;poudre de lait -> milk;soja -> soy,,
4770299392990,Džiugas Delicate,"milk, salt, starter cultures, microbial rennet",milk,milk,,milk,,,,exact_agreement,,milk -> milk,,
0415422457408,Caffè tostato classico in grani,CAFFÈ TOSTATO IN GRANI,,,,,,,,exact_agreement,,,,
0864094000014,Chocolate Laced,"Toasted honey nut and wheat crisps: corn meal, whole grain wheat, sugar, honey, soluble corn fiber, salt, canola oil, molasses, brown sugar syrup, natural and artificial flavor, potassium chloride, caramel color, natural almond flavor, sodium bicarbonate, sodium ascorbate, trisodium phosphate, reduced iron and zinc oxide, vitamin c, a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), a b vitamin (folic acid), vitamin b (thiamin mononitrate), vitamin a palmitate, vitamin b12, vitamin d, cholecalciferol, cyanocobalamin. honey roasted sesame sticks: unbleached wheat flour (contains malted barley flour), soybean oil, sesame seeds, bulgur wheat, tack blend (maltodextrin, xanthan gum), beet powder, turmeric. pecans, dark chocolate and vanilla flavored coating: sugar, palm kernel and partially hydrogenated palm oils, whey, cocoa (processed with potassium carbonate), nonfat milk, sorbitan monostearate and mono and diglyceride and soya lecithin emulsifier, pure vanilla, artificial color (titanium dioxide), natural and artificial flavor. butter: butter, salt. honey roasted cashews: cashews, calcium stearate (anti-caking agent), hydroxylated lecithin (processing aid), peanut oil. honey roasted almonds: corn or peanut oil, modified corn starch. sugar, peanuts, vegetable oil blend (palm and palm kernel oil, soybean oil), skim milk, beta carotene (color), soy lecithin, citric acid, sodium benzoate and potassium sorbate (as preservatives). pretzels: enriched flour (wheat flour, niacin, reduced iron), malt, natural flavors, yeast, soda. worcestershire sauce: distilled white vinegar, onions, anchovies, garlic, cloves, tamarind extract, natural flavorings, chili pepper extract. hot sauce: fully aged peppers, vinegar, salt. lard, garlic salt, cayenne pepper, celery salt.",celery;milk;peanut;sesame;soy;tree_nut;wheat_gluten,celery;milk;peanut;sesame;soy;tree_nut;wheat_gluten,,celery;milk;peanut;sesame;soy;tree_nut;wheat_gluten,,,,exact_agreement,,almond -> tree_nut;almonds -> tree_nut;barley -> wheat_gluten;barley flour -> wheat_gluten;butter -> milk;cashews -> tree_nut;celery -> celery;milk -> milk;peanut -> peanut;peanut oil -> peanut;peanuts -> peanut;sesame -> sesame;sesame seeds -> sesame;skim milk -> milk;soy -> soy;soy lecithin -> soy;soybean -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten;whey -> milk,,
5063334000714,Mediterranean Halloumi Sticks,"Halloumi Cheese (Cows' Milk, Sheeps' Milk, Goats' Milk), Chilli Flakes, Oregano, Thyme, Marjoram, Black Pepper, Mint.",milk,milk,,milk,,,,exact_agreement,,milk -> milk,,
7613312212240,Mélange de noix - Chili nuts,"Noix de cajou 45 %, arachides 45 %, huile de tournesol, sel de cuisine, épices (avec 0.2 % chili), sucre, extrait de levure, oignon en poudre, arôme, ail en poudre, colorant: extrait de paprika, acidifiant: acide citrique. Peut contenir: autres fruits à coque (noix).",tree_nut,peanut;tree_nut,,tree_nut,,peanut,,disagreement,kg_only_prediction,arachides -> peanut;noix -> tree_nut,fruits a coque -> tree_nut;noix -> tree_nut,
0070281000365,Mustard original yellow,"Vinegar, water, mustard seed, salt, turmeric, paprika.",mustard,mustard,,mustard,,,,exact_agreement,,mustard -> mustard;mustard seed -> mustard,,
0877448003531,"Cheese & uncured bacon, ravioli","Filling (ricotta (whey, whole milk, cream, vinegar), uncured smoked bacon no nitrates or nitrites added except for those naturally occurring in sea salt and celery powder (pork, water, sea salt, sugar, celery powder), seasoning (water, sunflower oil, potato starch, casein, salt), heavy cream (cream), whey, smoked low-moisture mozzarella cheese (pasteurized cultured milk, salt, enzymes, natural flavor), romano cheese made from cow's milk (pasteurized cultured milk, salt, enzymes), bread crumbs (wheat flour, yeast, salt), roasted onions, cornstarch, mozzarella cheese (pasteurized cultured milk, salt, enzymes), cellulose and psyllium fiber, 2% or less of natural flavors, salt, black pepper). pasta (durum wheat flour, eggs, water).",celery;egg;milk;wheat_gluten,celery;egg;milk;wheat_gluten,,celery;egg;milk;wheat_gluten,,,,exact_agreement,,casein -> milk;celery -> celery;cream -> milk;durum wheat -> wheat_gluten;eggs -> egg;milk -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten;whey -> milk;whole milk -> milk,,
3596710404018,Coeurs d'artichauts - 4/7,"Coeurs d'artichauts (origine Egypte), eau, sel, acidifiant : acide citrique",,,,,,,,exact_agreement,,,,
0856382003470,Atlantic salmon fillet with zesty lemon and cracked pepper,"Atlantic salmon, canola oil, garlic, salt, palm oil, onion, black pepper, sugar, lemon peel, bell pepper, lemon oil, acidity regulator: citric acid; maltodextrin, parsley, dextrose, natural color: turmeric; acidity regulators: potassium citrate, trisodium citrate; antioxidant: alpha-tocopherol.",fish,fish,,fish,,,,exact_agreement,,salmon -> fish,,
12427437,Økologisk Solsikke Rugbrød,"Vand, fuldkornsrugmel*, rugkerner*, solsikkekerner*, sigtet rugmel*, hørfrø*, salt tilsat jod, eddike*, bygmaltekstrakt*, rapsolie*, solsikkeolie*, gær, bygmaltmel*, surdejskultur*. (*=økologisk)",,,,,,,,exact_agreement,,,,
8002190108483,,"Farina di GRANO tenero integrale 58%, edulcoranti (maltitolo, sciroppo di maltitolo), olio di girasole alto oleico, farina di mais integrale 5%, frutto oligosaccaride 3,5%, LATTE scremato in polvere 2%, germe di FRUMENTO, agenti lievitanti (carbonato acido di sodio, carbonato acido di ammonio, difosfato disodico, fosfato monocalcico), sale marino integrale, emulsionante: lecitina, aromi, antiossidante: estratto di rosmarino. Può contenere sesamo, soia, uova, senape, nocciole e altra frutta a guscio. VERIFICA LE DISPOSIZIONI DEL TUO COMUNE PER LA GESTIONE DEI RIFIUTI SACCHETTO - C/PAP 81 - RACCOLTA CARTA 500 ge Cuor di forno ® Galbusera - Sede e stabilimento: Viale Orobie, 9 Cosio Valtellino (Sondrio)",,,,,,,,exact_agreement,,,,
3760228710101,Mix sushi et california,"riz vinaigré (riz, assaisonnement pour sushi (sucre, vinaigre d'alcool (préparé à partir d'alcool avec riz et lie de saké), vinaigre d'alcool, eau, sel), eau), saumon Atlantique 13,5%, avocat 7,5%, concombre 6,4%, crevette 3,5%, sel, fromage à la crème (babeurre, crème (lait) pasteurisée, protéines de lait, acidifiant E330, sel, épaississant E410, conservateur E202), laitue, graines de sésame, menthe, coriandre, algue nori",fish;milk;sesame,crustaceans;fish;milk;sesame,,fish;milk;sesame,,crustaceans,,disagreement,kg_only_prediction,creme -> milk;crevette -> crustaceans;fromage -> milk;graines de sesame -> sesame;lait -> milk;proteines de lait -> milk;saumon -> fish;sesame -> sesame,,
26075907,Sucre de fleur de coco bio,sucre de fleur de coco bio,,,,,,,,exact_agreement,,,,
0041570053317,Habanero BBQ Flavored Almonds,"almonds, vegetable oil (canola, safflower, and/or sunflower), sugar, salt, tomato, molasses powder (cane refinery syrup, molasses), vinegar powder (maltodextrin, vinegar solids), onion, garlic, natural smoke flavor (contains soybean oil), yeast extract, habanero chile pepper, mustard, malic acid, spices and extractive of paprika,",mustard;soy;tree_nut,mustard;soy;tree_nut,,mustard;soy;tree_nut,,,,exact_agreement,,almonds -> tree_nut;mustard -> mustard;soybean -> soy,,
0182108000080,Organic Garlic Kraut,"Cabbage*+, filtered water, garlic*+, unrefined sea salt",,,,,,,,exact_agreement,,,,
3256228439482,Thon entier à l'huile de tournesol pêché canne 3 boîtes de 70g soit 2,"Thon listao (Katsuwonus pelamis) pêché en Océan Atlantique Centre-Est 74,3%, huile de tournesol 24,7%, sel",fish,fish,,fish,,,,exact_agreement,,thon -> fish,,
0840235600634,Shrimp Raw Peeled And Deveined Tail Off,"shrimp, water, salt, sodium tripolyphosphate, sodium metabisulfite",crustaceans,crustaceans,,crustaceans,,,,exact_agreement,,shrimp -> crustaceans,,
8412600024508,Cacahuetes dorados a la miel y sal,"Cacahuetes fritos (81%), azúcar, aceite vegetal (cacahuete), miel (1,6%), sal (1,1%), espesante (E1412)",peanut,peanut,,peanut,,,,exact_agreement,,cacahuete -> peanut;cacahuetes -> peanut,,
8000298005444,Feige - Bio Sauce mit Senfkörnern,"Feigen* 67%, Rohrzucker*, Senfkörner* 2,7%, Zitronensaft*, Chilipulver* 0,3%. *Aus kontrolliert biologischem Anbau.",,,,,,,,exact_agreement,,,,
3502490164417,Cerneaux de Noix,Cerneaux de _noix_,tree_nut,tree_nut,,tree_nut,,,,exact_agreement,,noix -> tree_nut,,
01138061,Stonebaked Ciabatta,"Fortified British Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rice Flour, Extra Virgin Olive Oil (2.5%). Salt, Malted Wheat Flour, Yeast. ALLERGY ADVICE: For allergens, including cereals containing gluten, please see ingredients in bold. Products from our in store bakery are not suitable for customers with an allergy to Cereals containing gluten (Wheat, Rye, Barley, Oats, Spelt, Kamut), Egg, Peanut, Soya, Milk, Nuts, Celery, Mustard, Sesame or Sulphites due to the way these products are prepared.",celery;egg;milk;mustard;peanut;sesame;wheat_gluten,celery;egg;milk;mustard;peanut;sesame;wheat_gluten,,celery;egg;milk;mustard;peanut;sesame;wheat_gluten,,,,exact_agreement,,barley -> wheat_gluten;celery -> celery;egg -> egg;gluten -> wheat_gluten;milk -> milk;mustard -> mustard;oats -> wheat_gluten;peanut -> peanut;rye -> wheat_gluten;sesame -> sesame;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,sulphites -> sulphites
5601002081599,Chocolate negro 70% sin azúcares,"Pasta de cacao, edulcorantes (maltitol, aspartamo), fibra manteca de cacao, emulgente (lecitina de soja) y aroma. Puede contener trazas de gluten, cacahuetes, frutos de cáscara y leche. Cacao: 70% minimo.",peanut;soy;wheat_gluten,peanut;soy;wheat_gluten,,peanut;soy;wheat_gluten,,,,exact_agreement,,cacahuetes -> peanut;gluten -> wheat_gluten;soja -> soy,,
8005647100184,BARRETTA,"preparato di frutta a base di mirtillo 35%* (sciroppo di glucosio-fruttosio da mais*, purea di mela*, purea di mirtilli 23% *, agente gelificante: pectine, correttore d'acidità: acido citrico, aroma naturale), farina di riso*, farina di grano saraceno 10 %, zucchero di canna*, amido di mais*, olio di girasole*, grasso vegetale di karitè*, sciroppo di glucosio-fruttosio da mais*, uova*, fibra di mela*, agenti lievitanti (tartrati di potassio, carbonati di sodio), sale, aroma naturale, addensante: gomma di guar*.  *Biologico.  Può contenere tracce di cereali contenti glutine, latte e soia.",,,,,,,,exact_agreement,,,,
0211027030110,Boeuf extra tendre,"Ingrédients viande bovine attendrie (origine France) 89% eau, stabilisants E339-E407, antioxydants: E331-E301, dextrose de blé, sel, protéine de pois 0,08%, arôme.",wheat_gluten,wheat_gluten,,wheat_gluten,,,,exact_agreement,,ble -> wheat_gluten,,
3248830690757,2 Galettes de Sarrasin à la Saucisse et à l'Emmental,"Galette de blé noir 50 % (farine de blé noir 26 %, eau, sel), saucisse fumée cuite (viande de porc, sel, sirop de glucose, poivre, ail, conservateurs : E300, E250), _crème_ (dont stabilisant : E407), oignons préfrits 8 % (dont huile de tournesol), eau, _emmental_ 4 %, _mozzarella_, _moutarde_, amidon modifié de maïs, jus de citron, sel, conservateur : E202, poivre blanc.",milk;mustard;wheat_gluten,milk;mustard;wheat_gluten,,milk;mustard;wheat_gluten,,,,exact_agreement,,ble -> wheat_gluten;creme -> milk;farine de ble -> wheat_gluten;moutarde -> mustard,,
0859774007315,Dill Pickles Spears,"Fresh cucumbers, water, vinegar, salt, garlic, dill, mustard seed, turmeric,  calcium, citrate, salt",mustard,mustard,,mustard,,,,exact_agreement,,mustard -> mustard;mustard seed -> mustard,,
3257980120403,Légumes pour couscous,"Légumes 55% (navets 19,9% - carottes 15% - courgettes 9,3% - pois chiches 4,3% - poivrons rouges et verts 3,6% - garniture de céleri 2,9%)- eau - purée de tomates double concentrée - sel - amidon tansformé de maïs - arôme naturel (contient céleri ) - colorant : extrait de paprika.",celery,celery,,celery,,,,exact_agreement,,celeri -> celery,,
0085239041130,Creamy Almond Butter,Almonds.,tree_nut,tree_nut,,tree_nut,,,,exact_agreement,,almonds -> tree_nut,,
4021851187418,Vegetarische Wiener,"Wasser, Rapsöl* (21%), Hühnerei-Eiweißpulver* (8,6%), Branntweinessig*. Dextrose*, Weizenstärke* (2%), Gewürze* (Paprika*, Macis*, Knoblauch*, weißer Pfeffer*. Ingwer*), Meersalz*, Maltodextrin*, Sonnenblumenöl*, Rote Bete-Saftkonzentrat*. Stabilisatoren: Johannisbrotkernmehl*, Guarkernmehl*; Säuerungsmittel: Zitronensäure. *aus kontrolliert biologischer Landwirtschaft. Kann Spuren von Schalenfrüchten, Sellerie und Senf enthalten.",,wheat_gluten,celery;mustard,,,wheat_gluten,,disagreement,kg_only_prediction,weizenstarke -> wheat_gluten,sellerie -> celery;senf -> mustard,
0726984121004,"Chunk Light Tuna , In Water","Chunk light tuna, water, vegetable broth (peas, carrots), salt.",fish,fish,,fish,,,,exact_agreement,,tuna -> fish,,
0079783488022,"Toasty crackers with peanut butter, peanut butter","enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), peanut butter (roasted peanuts), soybean oil with tbhq for freshness, sugar, high fructose corn syrup, dextrose, contains two percen",milk;peanut;soy;wheat_gluten,milk;peanut;soy;wheat_gluten,,milk;peanut;soy;wheat_gluten,,,,exact_agreement,,butter -> milk;peanut -> peanut;peanut butter -> peanut;peanuts -> peanut;soybean -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
0850012399001,Super Crunchy Peanut Butter,"Hi-oleic peanuts, New Zealand sea salt.",peanut,peanut,,peanut,,,,exact_agreement,,peanuts -> peanut,,
3700038000207,Pâte de campagne,"Maigre et gras de porc (France), foie de porc 30% (France), oeufs, protéines de lait, ail, sel, poivre, armagnac",egg;milk,egg;milk,,egg;milk,,,,exact_agreement,,lait -> milk;oeufs -> egg;proteines de lait -> milk,,
5999886193430,Gluténmentes fehér kenyér,"víz, kukoricakeményítő, rizsliszt, napraforgómag, repceolaj, lenmag, sűrítőanyag (xantángumi, hidroxipropil-metil-cellulóz), élesztő, cukor, psyllium rost, só",,,,,,,,exact_agreement,,,,
6291103150011,Mazedar Plain Parat,"fine wheat flour, sugar, margarine, palm oil, water, salt , leavening agent (e-500), ingredednts: fine wheat flour, sugar, margarine, palm oil, water, salt and lifting agent (e-500),",wheat_gluten,wheat_gluten,,wheat_gluten,,,,exact_agreement,,wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
0036800015203,Dry Roasted Peanuts Salted,"PEANUTS, CONTAINS 2% OR LESS OF THE FOLLOWING: SEA SALT, SUGAR, RCH MALTODEXTRIN, CORN SYRUP SOLIDS, SMOKED TORULA YEAST, PAPRIKA (COLOR, PEANUTS, IC POWDER AND ONION POWDER.",peanut,peanut,,peanut,,,,exact_agreement,,peanuts -> peanut,,
0044100244933,"Hood, ice cream, moosehead lake fudge","Milkfat and nonfat milk, fudge swirl (sugar, peanut oil, cocoa processed with alkali, whey, salt, soy lecithin), sugar, peanut butter cups (sugar, peanut butter [peanuts, salt], coconut oil, nonfat milk, milk, cocoa processed with alkali, soy lecithin, natural flavors), corn syrup, cocoa processed with alkali, whey, mono and diglycerides, guar gum, locust bean gum, polysorbate 80, and carrageenan.",milk;peanut;soy,milk;peanut;soy,,milk;peanut;soy,,,,exact_agreement,,butter -> milk;milk -> milk;peanut -> peanut;peanut butter -> peanut;peanut oil -> peanut;peanuts -> peanut;soy -> soy;soy lecithin -> soy;whey -> milk,,
0056600793255,Peanut Butter Cups,"Milk chocolate (sugars [sugar, lactose], cocoa butter, milk ingredients, unsweetened chocolate, lecithin [soy], polyglycerol polyricinoleate), Peanuts, Sugars (sugar, dextrose), Salt, TBHQ, Citric acid",milk;peanut;soy,milk;peanut;soy,,milk;peanut;soy,,,,exact_agreement,,butter -> milk;lactose -> milk;milk -> milk;peanuts -> peanut;soy -> soy,,
0713733375979,Vanilla pediatric shake,"WATER, SUGAR (SUCROSE), MALTODEXTRIN (CORN), MILK PROTEIN CONCENTRATE, HIGH-OLEIC (SAFFLOWER OR SUNFLOWER) OIL, CANOLA OIL, WHEY PROTEIN CONCENTRATE, LESS THAN 0.5% OF: SOY PROTEIN ISOLATE, SHORT CHAIN FRUCTO-OLIGOSACCHARIDES (SCFOS[tilde]¥), NATURAL AND ARTIFICIAL FLAVORS, CELLULOSE GEL, MAGNESIUM PHOSPHATE, POTASSIUM CHLORIDE, POTASSIUM CITRATE, CALCIUM PHOSPHATE, CALCIUM CARBONATE, POTASSIUM PHOSPHATE, FISH (TUNA) OIL, SALT (SODIUM CHLORIDE), CELLULOSE GUM, CHOLINE CHLORIDE, ASCORBIC ACID, SOY LECITHIN, MONOGLYCERIDES, POTASSIUM HYDROXIDE, M-INOSITOL, CARRAGEENAN, TAURINE, FERROUS SULFATE, VITAMIN E ACETATE, L-CARNITINE, ZINC SULFATE, CALCIUM PANTOTHENATE, NIACINAMIDE, MANGANESE SULFATE, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, LUTEIN, COPPER SULFATE, VITAMIN A PALMITATE, FOLIC ACID, CHROMIUM CHLORIDE, BIOTIN, POTASSIUM IODIDE, SODIUM SELENITE, SODIUM MOLYBDATE, PHYLLOQUINONE, VITAMIN D3, CYANOCOBALAMIN.",fish;milk;soy,fish;milk;soy,,fish;milk;soy,,,,exact_agreement,,fish -> fish;milk -> milk;milk protein -> milk;soy -> soy;soy lecithin -> soy;soy protein -> soy;tuna -> fish;whey -> milk;whey protein -> milk,,
0075181201041,"Mrs. Leeper's, Pasta & Sauce Mix, Creamy Tuna","Pasta (corn flour, white rice flour), creamy tuna seasoning: sour cream, (cultured cream, nonfat dry milk), butter, corn starch, nonfat dry milk, salt, onion powder, sugar, maltodextrin, spices, guar gum, extractives of turmeric, and less than 2% soybean oil & silicon dioxide added to prevent caking.",fish;milk;soy,fish;milk;soy,,fish;milk;soy,,,,exact_agreement,,butter -> milk;cream -> milk;milk -> milk;soybean -> soy;tuna -> fish,,
3564706530102,Sandwich Club Gourmet jambon cheddar,"Pain de mie au pavot 42 % (farine de blé (farine de blé ; gluten de blé ; farine de blé malté), eau, huile de colza, graines de pavot 1,4 %, sucre, levure, sel, émulsifiant : E471, agent de traitement de la farine : acide ascorbique, protéines de blé) ; jambon cuit standard 21 % (jambon de porc (origine : UE) 12 %, eau, acidifiant : lactate de sodium, dextrose, protéines de sang, sel, arômes, émulsifiants : E451 ; E450, antioxydant : ascorbate de sodium, conservateur : E250) ; cheddar orange fondu 15 % (cheddar orange 7,8 %, eau, amidon modifié de pomme de terre, beurre, protéines de lait, sel de fonte : E331, sel, colorant : extrait de paprika) ; salade ; crème fraîche légère épaisse (crème légère, amidons modifiés de tapioca et de pomme de terre, épaississant : pectines, ferments lactiques) ; mayonnaise allégée en matières grasses* (eau, huile de colza, vinaigre d'alcool, jaune d'œuf, amidon modifié de maïs ou/et de pomme de terre, sucre, moutarde de Dijon (eau ; graines de moutarde ; vinaigre d'alcool ; sel), sel, lait écrémé reconstitué, acidifiant : acide citrique, épaississant : gomme xanthane) ; fromage frais à la ciboulette 4,3 % (fromage, sel, ciboulette déshydratée) ; roquette. Traces de crustacés, poissons, graines de sésame et soja. *Réduction d'au moins 30 % de la teneur en matières grasses par rapport à la moyenne des mayonnaises classiques.",egg;milk;mustard;wheat_gluten,egg;milk;mustard;wheat_gluten,sesame;soy,egg;milk;mustard;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;creme -> milk;farine de ble -> wheat_gluten;fromage -> milk;gluten -> wheat_gluten;graines de moutarde -> mustard;jaune d oeuf -> egg;lait -> milk;lait ecreme -> milk;moutarde -> mustard;oeuf -> egg;proteines de lait -> milk,graines de sesame -> sesame;sesame -> sesame;soja -> soy,
3291810277318,Tarte Tropézienne,"Garniture (47,5 %): eau, préparation pour crème mousseline (35,8 %) (sucre, huile et matières grasses végétales de palme non hydrogénées, amidon transformé de pomme de terre, lactosérum en poudre, crème de lait en poudre, sirop de glucose de blé ou de maïs ou de pomme de terre, émulsifiant: esters acétiques des mono - et diglycérides d'acides gras d'origine végétale, gélifiant: carraghénanes (carraghénanes, dextrose de maïs), protéines de lait, stabilisant: triphosphates, arôme naturel, colorant: caroténoïdes), préparation aromatisante alcoolisée (alcool, arômes naturels, eau, cognac). Brioche (34,5 %): farine (farine de blé, gluten de blé), eau, œufs entiers liquides pasteurisés, beurre pasteurisé (6,9 %), sucre, crème fraîche pasteurisée, levure, régulateur de panification (gluten de blé, farine de blé malté, germes de blé, farine de blé, enzymes), sel. Décor (18 %): sirop (42,1 %) (eau, sucre), sucre décor (42,1 %) (sucre, matière grasse végétale de palme non hydrogénée, amidon transformé de pomme de terre), nappage (15,8% ) (sirop de glucose-fructose de blé, eau, sucre, gélifiants: pectines-alginate de sodium, acidifiant: acide citrique, conservateur: sorbate de potassium).",egg;milk;wheat_gluten,egg;milk;wheat_gluten,,egg;milk;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;creme -> milk;farine de ble -> wheat_gluten;gluten -> wheat_gluten;lactoserum -> milk;lait -> milk;oeufs -> egg;proteines de lait -> milk,,
4337185689925,Thunfischfilets,thon,fish,fish,,fish,,,,exact_agreement,,thon -> fish,,
0200158024341,Comté fort des rousse,"Lait cru, ferments lactiques, sel.",milk,milk,,milk,,,,exact_agreement,,lait -> milk,,
0077890422878,Cherry berry pie trail mix,"Yogurt cherries (yogurt flavored cofectionery coating [sugar, vegetable oil {palm kernel and/or palm}, whey powder, dry nonfat yogurt, soy lecithin {emulsifier}, salt, natural vanilla extract, cherries {sugar, sunflower oil}]), pie crust mounded cookie gems (unbleached unenriched wheat flour, sugar, palm oil, natural flavor, salt, sodium bicarbonate), cranberries (sugar, sunflower oil), walnuts, cherries (sugar, sunflower oil).",milk;soy;tree_nut;wheat_gluten,milk;soy;tree_nut;wheat_gluten,,milk;soy;tree_nut;wheat_gluten,,,,exact_agreement,,soy -> soy;soy lecithin -> soy;walnuts -> tree_nut;wheat -> wheat_gluten;wheat flour -> wheat_gluten;whey -> milk,,
4061461594480,I'm THE TAST Bilash OF INDIA MADRAS CURRY KIT KIT,"MADRAS SAUCE (78%) (Water, Onion, Tomato, Tomato Paste, Garlic Purée, Ginger Purée, Modified Maize Starch, Rapeseed Oil, Sugar, Salt, Acidity Regulator: Citric Acid), MADRAS PASTE (19%) (Water, Rapeseed Oil, Spirit Vinegar, Coriander Powder, Salt, Paprika Powder, Turmeric Powder, Cumin Powder, Tamarind, Ground Fenugreek, Mustard Powder, Ground Black Pepper, Ginger Powder, Chilli Powder, Maize Flour, Cinnamon Powder, Red Chilli Flakes, Garlic Powder, Mustard Seeds, Fennel Powder, Acidity Regulator: Lactic Acid), SPICE MIX (3%) (Paprika Powder, Coriander Powder, Cumin Powder, Fenugreek Powder, Onion Powder, Ginger Powder, Garlic Powder, Sugar, Cinnamon Powder, Cardamom Powder, Dried Coriander Leaf, Clove Powder). ALLERGY ADVICE:",mustard,mustard,,mustard,,,,exact_agreement,,mustard -> mustard;mustard seeds -> mustard,,
4056489746089,Salmon fillets,"Tallaght, Dublin 24. live,... aumon fillets with added water, infused with a Harissa style marinade Ingredients 89% Salmon (Fish), 11% Harissa Style Marinade (Water, Salt, Acidity Regulators: Sodium Acetates, Sodium Carbonates; Dextrose, Stabiliser: Sodium Citrates; Sugar, Lemon Fibre, Acid: Citric Acid; Ground Paprika, Red Bell Pepper, Antioxidant: Ascorbic Acid; Lemon Oil, Dried Garlic, Ground Cumin, Ground Chilli, Potato Starch, Yeast Extract, Ground Coriander, Ground Caraway, Black Pepper Extract, Anti-Caking Agent: Silicon Dioxide; Lime Oil, Paprika Extract, Ground Black Pepper, Dried Parsley, Dried Mint). 220g Allergy Advice for allergens con ingredi",fish,fish,,fish,,,,exact_agreement,,fish -> fish;salmon -> fish,,
0012289531472,Roastables Rad Little Reds Potatoes With Montana Mex Seasoning Salt,"A SPICY YET FLAVORFUL SEA SALT BLEND INGREDIENTS: JALAPENO CHILE, SEA SALT, GARLIC FLAKES, GARLIC GRANULES, CILANTRO, ORGANIC RICE HULL, MEXICAN OREGANO. MADE FROM PURE SEA SALT AND A MIX OF 4 SMOKY SWEET RED CHILES INGREDIENTS: NEW MEXICO CHILE, SEA SALT",,,,,,,,exact_agreement,,,,
4061458069908,Bio Veggie aufschnitt,"Tofu (Sojabohnen), Trinkwasser, Festigungsmittel: Magnesiumchlorid und Kalziumsulfat (27%), Trinkwasser, Weizeneiweiß (24%), Sonnenblumenöl, Gemüsepaprika, Mandeln, Mehrsalz, Gewürze, Rohrohrzucker, Verdickungsmittel: Johannisbrotkernmehl, Tomatenmark, Sellerie, Rauch.",celery;soy;tree_nut,celery;soy;tree_nut,,celery;soy;tree_nut,,,,exact_agreement,,mandeln -> tree_nut;sellerie -> celery;sojabohnen -> soy,,
0085239033036,Assorted cookies,"Enriched flour (wheat, reduced iron, thiamin mononitrate, riboflavin, folic acid), vegetable shortening (soybean oil, palm oil, soy lecithin, modified palm kernel oil), sugar, brown sugar, confectionery coating (sugar, palm kernel oil, nonfat dry milk, whole milk powder, cocoa, whey, palm oil, soy lecithin, vanilla), decorettes (sugar, corn starch, palm oil, palm kernel oil, soy lecithin, confectioner's glaze, cocoa, red 3, red 40, yellow 5, yellow 6, blue 1, blue 2, natural and artificial flavors, carnauba wax), corn sugar, macaroon paste (apricot pulp, sugar, almonds, potassium sorbate), almonds, pecans, coconut (sodium metabisulfite), cocoa, natural and artificial flavors, salt, caramel color, soy lecithin, sodium bicarbonate, lemon oil, yellow 5, yellow 6, red 3, red 40.",milk;soy;tree_nut;wheat_gluten,milk;soy;tree_nut;wheat_gluten,,milk;soy;tree_nut;wheat_gluten,,,,exact_agreement,,almonds -> tree_nut;milk -> milk;milk powder -> milk;soy -> soy;soy lecithin -> soy;soybean -> soy;wheat -> wheat_gluten;whey -> milk;whole milk -> milk,,
